data_base,renda,carteira_ativa,carteira_inadimplida_arrastada,numero_de_operacoes,ticket_medio
2018-05-01,alta,162234744041.78,1902952706.75,751675,215830.9695570293
2018-05-01,baixa,201551946319.32,4615210116.88,3193071,63121.6613471232
2018-05-01,media,205468265391.38,3170701594.56,1931217,106393.15281057489
2018-06-01,Sem Renda,393330503.18,23895134.02,2464,159630.88603084415
2018-06-01,alta,163201896457.77,1691165325.7,758224,215242.32477179565
2018-06-01,baixa,203637890365.68,4292845501.91,3218558,63269.914777263606
2018-06-01,media,205979490839.45,2880174758.47,1933611,106525.81664018772
2018-07-01,Sem Renda,480268431.96999997,27675760.279999997,2837,169287.42755375395
2018-07-01,alta,163597454446.83,1732482487.81,760460,215129.59846254898
2018-07-01,baixa,205100841237.12,4372232059.83,3230470,63489.47405087185
2018-07-01,media,206892009439.13,2917624631.63,1943403,106458.62409347418
2018-08-01,Sem Renda,431754693.39,38559591.51,2187,197418.6983950617
2018-08-01,alta,164167683044.4,1526993898.65,761511,215581.4992093351
2018-08-01,baixa,207014098824.95,3997438702.78,3248568,63724.72388601686
2018-08-01,media,207963970383.91,2639778773.27,1955497,106348.3965375094
2018-12-01,Sem Renda,74119402.0,923038.73,521,142263.7274472169
2018-12-01,alta,165223722456.81,1255923910.58,787725,209747.97354001715
2018-12-01,baixa,217009414128.03,3448489346.35,3501513,61975.89845533345
2018-12-01,indisponivel,218905208.53,8897224.77,1183,185042.44169907016
2018-12-01,media,210769134461.46,2255676513.91,2059062,102361.72318340099
2019-01-01,Sem Renda,76921537.66,833183.3500000001,589,130596.83813242783
2019-01-01,alta,157628308116.48,1408307361.67,750413,210055.40697786422
2019-01-01,baixa,225917943340.23,4117778451.75,3636837,62119.34803243313
2019-01-01,indisponivel,223092970.28,8573344.27,1191,187315.67613769943
2019-01-01,media,208853654588.33,2573574450.6,2034024,102680.0345464606
2019-02-01,Sem Renda,76274797.17,634498.0800000001,596,127977.84760067114
2019-02-01,alta,159380761224.74,1366759273.73,759686,209798.20771310778
2019-02-01,baixa,226789568127.69,4370766310.73,3640963,62288.34737614472
2019-02-01,indisponivel,240645003.87,9585668.0,1294,185969.86388717155
2019-02-01,media,209979047381.29,2656077205.34,2044664,102696.11407120682
2019-03-01,Sem Renda,60457365177.62,1518560163.24,898857,67260.27074119687
2019-03-01,alta,150568339861.64,1153736030.31,712617,211289.28984523244
2019-03-01,baixa,195064301746.04,4047946496.04,2972514,65622.668806956
2019-03-01,indisponivel,988119679.61,24604288.43,14505,68122.69421647707
2019-03-01,media,192683846066.6,2475752230.89,1858741,103663.63364589257
2019-04-01,Sem Renda,60370103125.37,1485679514.43,878847,68692.39256135595
2019-04-01,alta,150111780057.03,1086048054.16,710005,211423.55343558145
2019-04-01,baixa,193965169686.15,4055188751.71,2916723,66501.05947193134
2019-04-01,indisponivel,5563381612.34,94981401.42999999,68570,81134.33881201693
2019-04-01,media,191942392792.01,2419614268.63,1844615,104055.53071617112
2019-05-01,Sem Renda,60981571903.5,1526514724.32,886223,68810.64010243471
2019-05-01,alta,150569897117.49,1113270818.93,711204,211711.263037736
2019-05-01,baixa,195890979931.69,4222542436.93,2934185,66761.63225280274
2019-05-01,indisponivel,2939776337.08,55811161.29,37180,79068.75570414201
2019-05-01,media,194337025103.55,2472868342.44,1865761,104159.6566245891
2019-06-01,Sem Renda,61082545107.25,1452094741.49,887027,68862.10352926124
2019-06-01,alta,152690240021.55,1061157434.83,724650,210708.94917760298
2019-06-01,baixa,199116529224.51,4135145532.82,2966080,67131.20658394582
2019-06-01,indisponivel,3229768976.55,51013402.67,40955,78861.40829080698
2019-06-01,media,192079829062.26,2171369094.15,1838927,104452.12292943658
2019-07-01,Sem Renda,62101962322.02,1677140372.86,895201,69372.08774567946
2019-07-01,alta,153552688684.15,1127908508.85,728381,210813.6932239446
2019-07-01,baixa,199490766387.27,4493941226.64,2956810,67468.23988936387
2019-07-01,indisponivel,2954126439.15,50890181.03,37326,79143.93289262177
2019-07-01,media,193817857244.29,2346127137.79,1855317,104466.16790785079
2019-08-01,Sem Renda,62167097672.25,1702944531.2,894952,69464.1697792172
2019-08-01,alta,153747115603.92,1101114824.89,728057,211174.5585907697
2019-08-01,baixa,198197978918.12,4541185048.9,2923662,67791.00283073762
2019-08-01,indisponivel,5383437833.92,88546975.65,66164,81365.06006166496
2019-08-01,media,193876949467.25,2357548964.88,1851608,104707.34057492191
2019-09-01,Sem Renda,63128930464.78,1701774019.59,903386,69880.35066381369
2019-09-01,alta,156948197743.01,1084004122.74,737173,212905.5157242737
2019-09-01,baixa,198774360772.97,4444812775.76,2916080,68164.92029470042
2019-09-01,indisponivel,5215331595.75,87600911.31,64349,81047.59352515191
2019-09-01,media,194955507916.45,2330996541.8,1858987,104871.90492265412
2019-10-01,Sem Renda,68751092964.88,1714773800.44,974326,70562.72024443565
2019-10-01,alta,158245216753.13,1038611808.72,742078,213246.06948747975
2019-10-01,baixa,200075190284.61002,4358322236.77,2929720,68291.57403595225
2019-10-01,indisponivel,140569375.24,3138868.83,1090,128962.72957798166
2019-10-01,media,195714541916.32,2244684918.17,1865287,104924.6265675577
2019-11-01,Sem Renda,67663817214.46,1798417778.98,959445,70523.91456983985
2019-11-01,alta,160396914444.05,1126079999.45,751034,213568.1133531238
2019-11-01,baixa,202166057415.05,4511729223.24,2944922,68649.03634631069
2019-11-01,indisponivel,140366053.03,2599410.52,1062,132171.42469868175
2019-11-01,media,198578429655.56,2338738132.52,1887159,105226.12543805795
2019-12-01,Sem Renda,66105740428.57,1564709079.0,942697,70124.05940463372
2019-12-01,alta,161727267544.94,1071547164.23,755103,214179.0822509512
2019-12-01,baixa,203872639408.69,3968633953.77,2965165,68755.91726217259
2019-12-01,indisponivel,139521688.62,2475243.2,1062,131376.35463276837
2019-12-01,media,200759777185.54,2086081363.27,1907273,105260.11598000916
2020-01-01,Sem Renda,66318843499.909996,1856213410.76,943977,70254.72389677927
2020-01-01,alta,158350523450.71,1175985223.36,733518,215878.16992999488
2020-01-01,baixa,206149950572.11,4776445742.9,2984782,69067.00408006682
2020-01-01,indisponivel,164138816.99,4519953.2,1328,123598.50676957832
2020-01-01,media,203227115664.88,2454250564.16,1909692,106418.79196481947
2020-02-01,Sem Renda,67134379152.03,1950562788.67,953550,70404.67636938808
2020-02-01,alta,159618398763.84,1154216822.75,736372,216763.2647138131
2020-02-01,baixa,206134411689.23,4980128413.81,2977404,69232.9330145422
2020-02-01,indisponivel,160048720.98,4795289.94,1326,120700.3928959276
2020-02-01,media,204295938017.75,2477749794.04,1917341,106551.69738598925
2020-03-01,Sem Renda,69812417027.32,3070147352.75,982891,71027.62872721392
2020-03-01,alta,161437949724.16,1572595946.49,743314,217186.7470869108
2020-03-01,baixa,206677888183.8,6920193326.71,2973305,69511.16289240425
2020-03-01,indisponivel,159445910.32,4561014.21,1321,120700.91621498864
2020-03-01,media,203399086636.2,3457397277.64,1904489,106799.8222285348
2020-04-01,Sem Renda,68887825703.59,2886968039.26,966576,71269.95259926793
2020-04-01,alta,163335307837.1,1553348541.9,749644,217883.8326420274
2020-04-01,baixa,207939329588.79,7142644344.95,2976132,69868.98752770039
2020-04-01,indisponivel,149138016.2,4995551.28,1207,123560.9082021541
2020-04-01,media,207485669771.96,3431906541.13,1935870,107179.54706254035
2020-05-01,Sem Renda,70028584357.54,2360519794.69,974941,71828.5356319408
2020-05-01,alta,163503691384.55,1362011121.05,745414,219346.15044062762
2020-05-01,baixa,209859643728.57,6255166911.3,2982416,70365.65111257786
2020-05-01,indisponivel,152423527.68,4110019.98,1188,128302.63272727274
2020-05-01,media,210477605406.03,2864175869.15,1946562,108127.87129617757
2020-06-01,Sem Renda,76543941298.11,2042770102.81,1057634,72372.80694277037
2020-06-01,alta,164575821362.24,894591740.26,745354,220802.22466403883
2020-06-01,baixa,205596336242.5,4397184482.77,2892238,71085.55251763514
2020-06-01,indisponivel,2742497240.46,48125972.34,33490,81890.03405374738
2020-06-01,media,211115563696.88,2069514830.7,1939648,108842.20420245323
2020-07-01,Sem Renda,78989414013.88,1866020527.32,1059701,74539.34082715785
2020-07-01,alta,166583985286.65,840877140.67,747005,223002.5037136967
2020-07-01,baixa,208019756448.8,4034799112.67,2906045,71581.739597563
2020-07-01,indisponivel,137989233.23,1759017.09,1003,137576.50371884345
2020-07-01,media,213979701504.61,1856270371.6,1953649,109528.22206271955
2020-08-01,Sem Renda,90039631359.03,2136513696.72,1204188,74772.07160263181
2020-08-01,alta,164211506082.85,735977305.6,733825,223774.7502236228
2020-08-01,baixa,203600478198.15,3488185341.5299997,2807764,72513.38723559031
2020-08-01,indisponivel,95561479.28,1756716.25,704,135740.73761363636
2020-08-01,media,217796891229.69,1604867343.16,1957779,111246.92379971896
2020-09-01,Sem Renda,88638122455.75,1975439283.51,1183894,74869.98198804115
2020-09-01,alta,167261269102.45,634758471.6,743916,224838.91877906915
2020-09-01,baixa,205914267217.28,3335432672.33,2819020,73044.62799741754
2020-09-01,indisponivel,98255237.53,976044.24,744,132063.49130376344
2020-09-01,media,221437603197.6,1513779885.46,1979982,111838.1900429398
2020-10-01,Sem Renda,88049707030.27,1975311704.8899999,1175717,74890.22190737227
2020-10-01,alta,171812868479.78,599065113.87,759950,226084.43776535298
2020-10-01,baixa,206549917793.18,3553271190.82,2824500,73127.9581494707
2020-10-01,indisponivel,101413009.59,1260674.26,740,137044.60755405406
2020-10-01,media,225166597669.07,1592476907.16,1997592,112719.01252561585
2020-11-01,Sem Renda,88962760954.25,2218229589.89,1183565,75165.0825719331
2020-11-01,alta,169421540303.06,614702750.39,731545,231594.14704913573
2020-11-01,baixa,217551102704.34,4049106178.21,2941481,73959.71713036392
2020-11-01,indisponivel,105733885.26,1381915.01,757,139674.88145310438
2020-11-01,media,223398475128.26,1758533617.39,1937150,115323.27136683272
2020-12-01,Sem Renda,91066539220.36,1897161426.92,1203136,75690.97693058806
2020-12-01,alta,171908617230.43,575525614.08,733650,234319.65818909561
2020-12-01,baixa,219381064668.73,3678202684.95,2949810,74371.25261244962
2020-12-01,indisponivel,112235860.46000001,1386431.56,771,145571.80345006485
2020-12-01,media,225547964559.89,1574942433.63,1942738,116097.98364982309
2021-01-01,Sem Renda,92402365095.81,2206055015.65,1215378,76027.67624213207
2021-01-01,alta,170801366829.76,656286457.06,717909,237915.06559990195
2021-01-01,baixa,221291059884.58,4324112904.68,2964210,74654.3125772398
2021-01-01,indisponivel,118429261.68,1596100.21,809,146389.69305315206
2021-01-01,media,229225455222.09,1875142814.19,1951744,117446.47618852164
2021-02-01,Sem Renda,116349937316.61,3759861957.27,1510814,77011.42385271119
2021-02-01,alta,175287270428.11,713627066.51,736305,238063.39822235348
2021-02-01,baixa,202658371920.78,4361340203.53,2701109,75027.83927667487
2021-02-01,indisponivel,113417594.11,1470552.79,788,143930.9569923858
2021-02-01,media,226684523564.91998,2091740580.9,1930654,117413.33432345722
2021-03-01,Sem Renda,116590124453.79,3605956962.3,1511306,77145.27994581507
2021-03-01,alta,175533635886.27,703459567.51,721153,243406.92735975582
2021-03-01,baixa,212456071854.62,4411226123.37,2799439,75892.37409874621
2021-03-01,indisponivel,118494193.13,1213609.55,797,148675.2736888331
2021-03-01,media,225544320118.37,1972974388.97,1883818,119727.23485940255
2021-04-01,Sem Renda,114038507555.22,3850261047.09,1484683,76810.00426031685
2021-04-01,alta,179922043272.63,769114331.9300001,731850,245845.5192630047
2021-04-01,baixa,215437669950.54,4822398662.4,2824019,76287.61348650276
2021-04-01,indisponivel,140720796.85,3516438.21,927,151802.36984897518
2021-04-01,media,229360083590.46,2220492022.06,1906435,120308.36802222997
2021-05-01,Sem Renda,113724962784.97,4208931199.53,1477600,76966.00080195587
2021-05-01,alta,183958798402.72,863222650.79,740238,248513.0436463948
2021-05-01,baixa,217561388389.8,5053709566.84,2839992,76606.3384649675
2021-05-01,indisponivel,127255437.75,1939827.5,839,151675.134386174
2021-05-01,media,233178041260.9,2423531929.55,1927060,121001.96219157681
2021-06-01,Sem Renda,112987506546.31,3810178881.78,1466715,77034.39764801614
2021-06-01,alta,189868537057.23,828534552.21,753352,252031.63601773142
2021-06-01,baixa,217283053625.88998,4775704816.4,2835157,76638.80823033433
2021-06-01,indisponivel,2981534775.87,56711361.66,32410,91994.28496976242
2021-06-01,media,234759708906.92,2327869302.94,1932831,121458.99403875456
2021-07-01,Sem Renda,116216894490.95999,3826563856.57,1497876,77587.7939769113
2021-07-01,alta,193274396261.1,852076181.5,762644,253426.75778095677
2021-07-01,baixa,219447379601.41,4825887527.87,2844573,77145.982754322
2021-07-01,indisponivel,193388032.1,1848590.48,1049,184354.65405147758
2021-07-01,media,238004835856.54,2395675824.65,1945592,122330.29116923796
2021-08-01,Sem Renda,114330782751.2,3619904361.71,1475622,77479.72228063826
2021-08-01,alta,198832651507.53,860988958.75,773503,257054.79035961075
2021-08-01,baixa,222437616078.37,4916734899.71,2872746,77430.31095626623
2021-08-01,indisponivel,192720677.54,1423054.9100000001,1081,178279.99772432933
2021-08-01,media,242379078096.18,2412349353.04,1971900,122916.51609928496
2021-09-01,Sem Renda,115076578778.26,3520140923.85,1480724,77716.4270844938
2021-09-01,alta,204027564294.59,845887558.26,787537,259070.44912758385
2021-09-01,baixa,224466323503.33,5145424334.35,2885432,77792.96947678197
2021-09-01,indisponivel,580085171.0,3842129.09,2790,207915.83189964158
2021-09-01,media,243780651620.31,2447022592.49,1978074,123241.42151421534
2021-10-01,Sem Renda,116794299828.44,3119853202.85,1492312,78263.99561783326
2021-10-01,alta,207606720821.45,792839518.45,794167,261414.43905557648
2021-10-01,baixa,226487935861.78,5082878445.44,2892618,78298.59866106759
2021-10-01,indisponivel,224951742.73000002,1291310.38,1181,190475.65006773922
2021-10-01,media,245734558280.11002,2292473561.42,1979871,124116.44914244919
2021-11-01,Sem Renda,285227237.45,11589233.9,1526,186911.68902359108
2021-11-01,alta,212797539818.58,815599901.4,808397,263233.95536918123
2021-11-01,baixa,227950821219.16,5185296821.63,2897266,78677.90572876636
2021-11-01,indisponivel,114250662771.94,3094536512.73,1466995,77880.74449602078
2021-11-01,media,250580490381.41,2339484993.28,2015607,124320.11318744677
2021-12-01,Sem Renda,251311845.37,10086939.68,1373,183038.48898033504
2021-12-01,alta,213890980828.6,737660309.84,803024,266356.89696522144
2021-12-01,baixa,230818089566.45,4986920183.14,2913563,79221.93189797166
2021-12-01,indisponivel,116946297472.32,2942266353.1,1489946,78490.29258263051
2021-12-01,media,254916005768.46,2276808181.28,2028381,125674.61722844969
2022-01-01,Sem Renda,230610397.88,7977714.09,1261,182878.98325138778
2022-01-01,alta,200819986535.4,802320096.1,723422,277597.2897360047
2022-01-01,baixa,252895604766.47,6160057423.91,3131946,80747.1152971571
2022-01-01,indisponivel,117642336498.23,3600583860.34,1492769,78808.13206747326
2022-01-01,media,249863380832.46,2390829722.16,1901467,131405.58360069356
2022-02-01,Sem Renda,214495533.39000002,8910159.61,1173,182860.64227621484
2022-02-01,alta,206217896329.58002,885559054.17,738680,279170.81324738724
2022-02-01,baixa,251489990765.56,7196353762.01,3127490,80412.72418634752
2022-02-01,indisponivel,119779780210.89,4317644162.88,1508314,79413.02687032674
2022-02-01,media,250187893120.68,2811202792.98,1897991,131817.21784807197
2022-03-01,Sem Renda,199666557.12,7031184.28,1108,180204.47393501806
2022-03-01,alta,208385941227.35,845788339.1,741897,280882.5769983569
2022-03-01,baixa,253155707378.78,6995967672.69,3131431,80843.4569941921
2022-03-01,indisponivel,122098321926.94,4364439845.46,1525576,80034.24406711957
2022-03-01,media,251047989743.31,2655505976.65,1896042,132406.34423884598
2022-04-01,Sem Renda,184844233.65,8611710.58,1018,181575.8680255403
2022-04-01,alta,210903121582.24,884381427.83,747377,282191.07837442146
2022-04-01,baixa,254183532604.27,6471516303.36,3131801,81162.095741163
2022-04-01,indisponivel,124864253348.71,4207810851.08,1547284,80698.98825859377
2022-04-01,media,252071991131.06,2606158493.83,1896956,132882.36054555824
2022-05-01,Sem Renda,165682090.32,7490331.67,922,179698.57952277656
2022-05-01,alta,213427409725.38998,921823175.09,751319,284070.29467561713
2022-05-01,baixa,255684400002.54,6139481248.5199995,3134400,81573.6345082121
2022-05-01,indisponivel,128598019712.17,3948236887.61,1573631,81720.56836206836
2022-05-01,media,253463917421.27,2585798576.7400002,1897302,133591.76210285447
2022-06-01,Sem Renda,149451940.31,6231064.82,812,184054.113682266
2022-06-01,alta,216556243500.04,852636865.77,756687,286189.98806645285
2022-06-01,baixa,256366689209.9,5462788449.67,3130353,81897.05416925822
2022-06-01,indisponivel,132918993811.0,3417757065.36,1603650,82885.28906619275
2022-06-01,media,255849671750.16,2386376485.4,1906386,134206.64637180508
2022-07-01,Sem Renda,34323891.19,1644148.53,152,225815.07361842104
2022-07-01,alta,219701058910.86002,971102480.91,760892,288741.44939210825
2022-07-01,baixa,258465946704.68,5696018597.57,3136719,82400.09599351425
2022-07-01,indisponivel,137675218397.99,3499952564.48,1633834,84265.1202006997
2022-07-01,media,257220962733.23,2523433182.96,1907271,134863.35331121273
2022-08-01,Sem Renda,34932651.86,1725302.5899999999,155,225371.94748387096
2022-08-01,alta,223429714026.86,965353359.08,768501,290734.44800574105
2022-08-01,baixa,260147896000.45,5649749705.84,3139079,82873.956342115
2022-08-01,indisponivel,142079106307.7,3425692024.11,1662015,85486.05536514413
2022-08-01,media,258524443824.72,2502608460.23,1906474,135603.4458506751
2022-09-01,Sem Renda,36004163.76,2154013.67,165,218207.0530909091
2022-09-01,alta,226789236554.75,954969799.2,775750,292348.35521076375
2022-09-01,baixa,261972659236.82,5397799796.37,3143543,83336.75067807884
2022-09-01,indisponivel,147099398301.88,3398441905.85,1692743,86900.018669036
2022-09-01,media,259211164099.69,2453853166.6,1903368,136185.52171712986
2022-10-01,Sem Renda,36336231.480000004,2295953.18,166,218892.96072289158
2022-10-01,alta,228914397498.26,1037817073.54,779464,293681.80890748004
2022-10-01,baixa,264000822518.8,5688224576.26,3148650,83845.71880609149
2022-10-01,indisponivel,151829297118.26,3587974329.89,1720548,88244.73197972972
2022-10-01,media,259995633171.52,2687417653.54,1901686,136718.4872642066
2022-11-01,Sem Renda,35999975.21,1885080.6199999999,165,218181.66793939396
2022-11-01,alta,230566332940.35,1117335773.09,779778,295682.01839542796
2022-11-01,baixa,266050259175.93,5827811088.66,3153451,84367.96994021154
2022-11-01,indisponivel,156593586259.92,3674621994.5299997,1747971,89585.91776403614
2022-11-01,media,261435215240.75,2814093699.04,1902503,137416.45360914018
2022-12-01,Sem Renda,36946604.08,1718899.85,166,222569.90409638552
2022-12-01,alta,226907241076.04,1053719360.82,747385,303601.5454899951
2022-12-01,baixa,283021343808.6,5662730219.68,3311995,85453.43329582321
2022-12-01,indisponivel,161204655151.02,3523734661.0,1779085,90610.9911280349
2022-12-01,media,252954107153.69,2576644234.7,1781656,141976.96253019103
2023-01-01,Sem Renda,37513795.15,2453437.66,170,220669.3832352941
2023-01-01,alta,220656034643.69,1166141664.12,716033,308164.616216976
2023-01-01,baixa,288781609189.34,6365416022.46,3334258,86610.45701602576
2023-01-01,indisponivel,165045147048.98,3942725834.4700003,1800631,91659.61657273478
2023-01-01,media,257629971451.23,2869173883.97,1793956,143609.97229097591
2023-02-01,Sem Renda,35942838.54,1883646.49,167,215226.57808383234
2023-02-01,alta,224267486951.2,1278917241.13,728878,307688.648787863
2023-02-01,baixa,284241498243.93,6912001925.38,3294013,86290.3389403533
2023-02-01,indisponivel,169174659504.56,4358989016.17,1822858,92807.37144887862
2023-02-01,media,260812837380.99,3126010150.57,1820778,143242.52455872708
2023-03-01,Sem Renda,35846667.01,1243866.02,164,218577.23786585365
2023-03-01,alta,226715336439.76,1220045554.17,730643,310295.63882738905
2023-03-01,baixa,285021214493.93,6816477224.14,3290591,86617.02851977957
2023-03-01,indisponivel,175180556365.31,4238574663.75,1852446,94567.15950981027
2023-03-01,media,262789588185.08,3014756082.97,1824311,144048.6782051306
2023-04-01,Sem Renda,36181630.199999996,1605236.6199999999,165,219282.60727272724
2023-04-01,alta,228543542552.82,1349357570.4,733654,311514.06869289884
2023-04-01,baixa,286222839198.16,7647763608.7,3290940,86972.97404333108
2023-04-01,indisponivel,180509714298.56,4802531953.74,1881785,95924.72801013931
2023-04-01,media,263168351956.51,3376535207.59,1821871,144449.49832151123
2023-05-01,Sem Renda,1511481661.91,41265836.58,14897,101462.15089682487
2023-05-01,alta,227552692387.04,1378949849.18,723591,314476.95229354704
2023-05-01,baixa,290546671973.85,7820014403.48,3312456,87713.36795835174
2023-05-01,indisponivel,184870570866.63998,4852763091.95,1899687,97316.33204135207
2023-05-01,media,262983803688.36,3482812304.7799997,1808639,145404.25352342837
2023-06-01,Sem Renda,41925856.49,3053985.02,187,224202.44112299467
2023-06-01,alta,229263870208.51,1272431423.09,726518,315565.2994261808
2023-06-01,baixa,291458579875.27,7245022461.26,3313299,87966.2776813291
2023-06-01,indisponivel,192289361948.84,4523435763.83,1947501,98736.46378042424
2023-06-01,media,263084089576.55,3281471712.71,1803396,145882.59571195123
2023-07-01,Sem Renda,38089888.84,1951827.5,169,225383.9576331361
2023-07-01,alta,230953536245.15,1395894141.16,729266,316693.1356256153
2023-07-01,baixa,292472025939.57,7603639864.88,3312255,88299.97265898006
2023-07-01,indisponivel,198674517858.33002,4897913625.97,1980568,100311.88924507011
2023-07-01,media,263264881357.45,3520411457.74,1799729,146280.29073124344
2023-08-01,Sem Renda,35324794.68,1609563.84,148,238681.04513513512
2023-08-01,alta,232775994904.27,1340342228.47,732734,317681.44361292094
2023-08-01,baixa,292783027234.07,7523509342.86,3288405,89034.96595889801
2023-08-01,indisponivel,204147660051.98,4759979292.07,1993136,102425.35384037015
2023-08-01,media,264606016730.09,3449118974.47,1809229,146253.4685935777
2023-09-01,Sem Renda,38377736.71,1299993.1300000001,165,232592.3436969697
2023-09-01,alta,235049111378.96,1258710052.58,738513,318273.49197503633
2023-09-01,baixa,293991772100.07,7180465575.42,3298580,89126.76730595286
2023-09-01,indisponivel,211250009808.71,4548244130.12,2050362,103030.59157783356
2023-09-01,media,264664731142.23,3292330483.7,1806169,146533.75799398063
2023-10-01,Sem Renda,37634741.32,1269924.59,162,232313.21802469136
2023-10-01,alta,235830944416.76,1246208560.8700001,738193,319470.5780422735
2023-10-01,baixa,295780701255.63,6804080985.45,3303428,89537.50505705891
2023-10-01,indisponivel,217792603270.35,4306415926.81,2087022,104355.68157419999
2023-10-01,media,264961616512.68,3138777398.71,1802933,146961.43257274674
2023-11-01,Sem Renda,23006986.38,1643158.1300000001,116,198336.0894827586
2023-11-01,alta,237276338526.66998,1202411178.06,740031,320630.268903154
2023-11-01,baixa,297037358824.35,6532871958.45,3305845,89852.1735968716
2023-11-01,indisponivel,223996841413.52002,4153513761.54,2121152,105601.50400042997
2023-11-01,media,265077208684.93,3054442829.11,1799764,147284.42656088798
2023-12-01,Sem Renda,20650894.38,978891.6100000001,97,212895.81835051544
2023-12-01,alta,238724832797.88998,1170719042.55,743600,321039.31253078266
2023-12-01,baixa,296973462231.01,6017745898.47,3301481,89951.58906896935
2023-12-01,indisponivel,230655861295.93,3970021679.83,2157604,106903.70489484168
2023-12-01,media,266150345513.84,2871419188.75,1802829,147629.27904634326
