data_base,ocupacao,carteira_ativa,carteira_inadimplida_arrastada,numero_de_operacoes,ticket_medio
2012-07-01,PF - Aposentado/pensionista,3675046499.52,42871711.74,68086,53976.537019651616
2012-07-01,PF - Autônomo,16801940271.71,252539427.85999998,189722,88560.84308467126
2012-07-01,PF - Empregado de empresa privada,52438612700.79,536368980.14,705721,74305.0195485043
2012-07-01,PF - Empregado de entidades sem fins lucrativos,258479177.41,2581441.83,3058,84525.564882276
2012-07-01,PF - Empresário,30155553085.98,437804661.67,282695,106671.68887309644
2012-07-01,PF - Outros,75359313481.73,1144655887.92,1440253,52323.663607525894
2012-07-01,PF - Servidor ou empregado público,37267026894.82,271862439.34,467847,79656.44087665412
2012-08-01,PF - Aposentado/pensionista,3764772973.63,43222871.95,68386,55051.80846415933
2012-08-01,PF - Autônomo,17382485210.87,251451622.43,192573,90264.39433809515
2012-08-01,PF - Empregado de empresa privada,53858858665.7,547365375.6,713116,75526.08364655961
2012-08-01,PF - Empregado de entidades sem fins lucrativos,276887194.19,3171876.32,3218,86043.25487569919
2012-08-01,PF - Empresário,31131945624.64,440582487.7,287270,108371.72564012949
2012-08-01,PF - Outros,78528145365.16,1228258227.8,1473600,53290.000926411514
2012-08-01,PF - Servidor ou empregado público,38292379697.41,267084100.61,472946,80965.64871551933
2012-09-01,PF - Aposentado/pensionista,3733912053.99,43485661.6,67313,55470.890526198506
2012-09-01,PF - Autônomo,17611288366.66,277616362.34,192307,91579.02919113709
2012-09-01,PF - Empregado de empresa privada,54245545269.3,582318234.63,709098,76499.36295025512
2012-09-01,PF - Empregado de entidades sem fins lucrativos,277227296.41,3247148.7,3178,87233.258782253
2012-09-01,PF - Empresário,31578862685.24,491184696.62,286997,110032.03059697489
2012-09-01,PF - Outros,80460353020.14,1298756640.32,1489544,54016.768232519484
2012-09-01,PF - Servidor ou empregado público,38351720410.96,283326178.63,468039,81941.29209523137
2012-10-01,PF - Aposentado/pensionista,3769922216.52,42251989.4,67181,56115.89908634882
2012-10-01,PF - Autônomo,18060269140.9,275968335.88,194348,92927.47618138598
2012-10-01,PF - Empregado de empresa privada,55427966577.04,585903644.22,715157,77504.61308082001
2012-10-01,PF - Empregado de entidades sem fins lucrativos,284054383.71,3384854.89,3219,88243.05178937558
2012-10-01,PF - Empresário,32416235985.62,493877288.27,290444,111609.24648338405
2012-10-01,PF - Outros,83255648631.56,1283668222.64,1514633,54967.53908805631
2012-10-01,PF - Servidor ou empregado público,39200789400.07,288969061.84,472122,83031.05849773998
2012-11-01,PF - Aposentado/pensionista,3806457267.57,44110065.49,67045,56774.66280214782
2012-11-01,PF - Autônomo,18450026436.51,279377184.38,195689,94282.3890791511
2012-11-01,PF - Empregado de empresa privada,56485861046.36,620701844.07,719680,78487.46810576924
2012-11-01,PF - Empregado de entidades sem fins lucrativos,295292947.55,3075495.5300000003,3293,89672.9266778014
2012-11-01,PF - Empresário,33150560790.08,508027189.8,293132,113090.89689996316
2012-11-01,PF - Outros,85857472811.19,1350061726.99,1534851,55938.63691732292
2012-11-01,PF - Servidor ou empregado público,39941846173.63,294965523.59,474932,84100.13680617436
2012-12-01,PF - Aposentado/pensionista,3857284082.9900002,43607610.53,66939,57623.86774511122
2012-12-01,PF - Autônomo,18958210040.52,269488346.05,197994,95751.43711688233
2012-12-01,PF - Empregado de empresa privada,57804012853.58,577429492.08,726025,79617.11077935333
2012-12-01,PF - Empregado de entidades sem fins lucrativos,296727692.98,3022781.18,3276,90576.21885836386
2012-12-01,PF - Empresário,34006732356.8,500294570.95,296935,114525.84692542139
2012-12-01,PF - Outros,88857550058.93001,1310129594.21,1561581,56902.29969430341
2012-12-01,PF - Servidor ou empregado público,41022849833.06,277576383.18,480198,85429.03101024994
2013-01-01,PF - Aposentado/pensionista,3883773913.61,40193768.44,66857,58090.759585533306
2013-01-01,PF - Autônomo,19367806504.04,274957995.63,199701,96984.02363553512
2013-01-01,PF - Empregado de empresa privada,58790671766.0,574439980.52,731015,80423.34530207998
2013-01-01,PF - Empregado de entidades sem fins lucrativos,302698750.67,3656954.2199999997,3273,92483.57796211427
2013-01-01,PF - Empresário,34675649911.62,498221946.19,299960,115600.91316048807
2013-01-01,PF - Outros,91575177346.59,1363275573.78,1587246,57694.38218561584
2013-01-01,PF - Servidor ou empregado público,41711865205.83,265954823.33,483390,86290.29397759573
2013-02-01,PF - Aposentado/pensionista,3908506969.26,44335301.63,66773,58534.24242223654
2013-02-01,PF - Autônomo,19716599908.8,318780827.14,201310,97941.48283145398
2013-02-01,PF - Empregado de empresa privada,59653754460.6,650555373.63,734909,81171.62051437661
2013-02-01,PF - Empregado de entidades sem fins lucrativos,302315253.58,3416636.07,3288,91945.02846107056
2013-02-01,PF - Empresário,35291830087.11,559882957.65,302480,116674.92094389712
2013-02-01,PF - Outros,94027925635.36,1606271040.88,1611632,58343.29774747585
2013-02-01,PF - Servidor ou empregado público,42348957690.4,308879826.43,486426,87061.45989400239
2013-03-01,PF - Aposentado/pensionista,3958991331.19,48104125.25,66861,59212.26621184248
2013-03-01,PF - Autônomo,20215529411.78,366348713.42,203759,99212.93985433772
2013-03-01,PF - Empregado de empresa privada,60977789905.77,731880815.12,741426,82243.93251082374
2013-03-01,PF - Empregado de entidades sem fins lucrativos,316425519.7,4137275.75,3389,93368.40357037474
2013-03-01,PF - Empresário,36165407376.42,620770212.57,306155,118127.7698434453
2013-03-01,PF - Outros,97271481655.75,1838568475.42,1641777,59247.682027309434
2013-03-01,PF - Servidor ou empregado público,43265309532.33,347327549.35,490865,88140.95429971581
2013-04-01,PF - Aposentado/pensionista,4000500523.73,51876660.43,66609,60059.45928823432
2013-04-01,PF - Autônomo,20729887321.63,350434465.6,205777,100739.57401279054
2013-04-01,PF - Empregado de empresa privada,62325786818.24,741388836.62,747432,83386.56468848002
2013-04-01,PF - Empregado de entidades sem fins lucrativos,331896054.19,3781386.5,3468,95702.43777104959
2013-04-01,PF - Empresário,37089493771.94,619536571.19,309835,119707.2434422838
2013-04-01,PF - Outros,100703348144.52,1897100664.95,1673048,60191.5474896835
2013-04-01,PF - Servidor ou empregado público,44191336233.66,358475678.83,495012,89273.26253436282
2013-05-01,PF - Aposentado/pensionista,4050376179.98,54085305.65,66738,60690.70364679793
2013-05-01,PF - Autônomo,21349316413.0,368495600.9,208786,102254.54011763241
2013-05-01,PF - Empregado de empresa privada,63868793344.57,785121884.37,755683,84517.97029253007
2013-05-01,PF - Empregado de entidades sem fins lucrativos,335576608.23,3151013.25,3490,96153.75593982809
2013-05-01,PF - Empresário,38193931002.08,644586938.81,314807,121324.91018967178
2013-05-01,PF - Outros,105345274167.72,2038331763.7,1723075,61137.95056380019
2013-05-01,PF - Servidor ou empregado público,45250038689.97,380046263.53,500246,90455.57323790695
2013-06-01,PF - Aposentado/pensionista,4101801238.69,45163539.55,66661,61532.24882149983
2013-06-01,PF - Autônomo,21955160251.34,325824170.08,211253,103928.27676454298
2013-06-01,PF - Empregado de empresa privada,65454576352.73,702151818.95,762869,85800.54551008102
2013-06-01,PF - Empregado de entidades sem fins lucrativos,344804616.19,3323197.41,3511,98206.95419823412
2013-06-01,PF - Empresário,39271825217.73,604843809.98,318854,123165.54039695284
2013-06-01,PF - Outros,109387871025.49,1865445122.17,1761968,62082.77961091802
2013-06-01,PF - Servidor ou empregado público,46357616773.21,345493044.11,505062,91785.9921617742
2013-07-01,PF - Aposentado/pensionista,4144696232.58,47669913.96,66572,62258.851057201224
2013-07-01,PF - Autônomo,22556616891.93,331337948.85,213846,105480.65847352768
2013-07-01,PF - Empregado de empresa privada,66846230696.58,714842546.12,769528,86866.53467655498
2013-07-01,PF - Empregado de entidades sem fins lucrativos,356112117.07,3382050.64,3585,99333.92386889819
2013-07-01,PF - Empresário,40223368005.2,604436726.3,322928,124558.31642099786
2013-07-01,PF - Outros,113535985110.65,1897442829.73,1802920,62973.390450297295
2013-07-01,PF - Servidor ou empregado público,47307293665.58,346646345.13,509413,92866.28661926571
2013-08-01,PF - Aposentado/pensionista,4195746622.39,49211116.48,66560,63037.05862965745
2013-08-01,PF - Autônomo,23109293557.9,338421420.64,216295,106841.55231466285
2013-08-01,PF - Empregado de empresa privada,68300006248.090004,734595990.83,775951,88021.02999814422
2013-08-01,PF - Empregado de entidades sem fins lucrativos,367878423.49,3263485.19,3642,101010.00095826469
2013-08-01,PF - Empresário,41273477550.88,588406585.5,327129,126168.81276462802
2013-08-01,PF - Outros,117519122502.0,2043539332.11,1840938,63836.5455555809
2013-08-01,PF - Servidor ou empregado público,48248256867.479996,366544782.8,513676,93927.41118424843
2013-09-01,PF - Aposentado/pensionista,4163103860.06,48758431.52,65379,63676.46889765827
2013-09-01,PF - Autônomo,23412456022.52,379317730.15000004,215971,108405.55455371323
2013-09-01,PF - Empregado de empresa privada,68873817977.82,810021681.74,772582,89147.5830110202
2013-09-01,PF - Empregado de entidades sem fins lucrativos,409343585.33,3791910.9299999997,4059,100848.38268785414
2013-09-01,PF - Empresário,41858500866.95,651095591.92,326576,128173.84274089338
2013-09-01,PF - Outros,120748192638.38,2324008021.35,1869322,64594.64588678676
2013-09-01,PF - Servidor ou empregado público,48422873042.39,393374795.71,509357,95066.66845138086
2013-10-01,PF - Aposentado/pensionista,4164756806.36,55797702.019999996,65200,63876.63813435583
2013-10-01,PF - Autônomo,23359388732.09,410565662.89,216550,107870.64757372432
2013-10-01,PF - Empregado de empresa privada,68853625479.63,852298005.6,774417,88910.27118416823
2013-10-01,PF - Empregado de entidades sem fins lucrativos,412273301.06,4391119.06,4074,101196.19564555719
2013-10-01,PF - Empresário,41183152950.32,674894950.7,326234,126238.07742393497
2013-10-01,PF - Outros,123944355495.52,2444154061.59,1902173,65159.34959413261
2013-10-01,PF - Servidor ou empregado público,48930403346.97,434350008.76,511835,95598.00198690985
2013-11-01,PF - Aposentado/pensionista,4219415093.42,55402213.47,65372,64544.68416783944
2013-11-01,PF - Autônomo,23902214223.6,406047978.57,218887,109198.87532653834
2013-11-01,PF - Empregado de empresa privada,70338186470.32,859946954.75,781620,89990.2592952074
2013-11-01,PF - Empregado de entidades sem fins lucrativos,419872429.54,4957012.84,4113,102084.22794553854
2013-11-01,PF - Empresário,42171323547.450005,682342724.96,330279,127683.9385714805
2013-11-01,PF - Outros,127539114605.73,2433065072.91,1935333,65900.3461449425
2013-11-01,PF - Servidor ou empregado público,49903418075.53,427596741.54,516798,96562.71517213689
2013-12-01,PF - Aposentado/pensionista,4248075846.5,54946442.95,65083,65271.666126330994
2013-12-01,PF - Autônomo,24429833321.16,372587907.39,220390,110848.19329897
2013-12-01,PF - Empregado de empresa privada,71424618392.36,753426967.15,784345,91062.75732281075
2013-12-01,PF - Empregado de entidades sem fins lucrativos,424840832.62,4214648.87,4111,103342.45502797373
2013-12-01,PF - Empresário,43163585321.72,651761030.74,333159,129558.51506854084
2013-12-01,PF - Outros,131238649184.13,2150515549.25,1964197,66815.42084838232
2013-12-01,PF - Servidor ou empregado público,50795787297.08,383644445.46,519559,97767.12037916773
2014-01-01,PF - Aposentado/pensionista,4272401129.17,49865839.11,64424,66316.91806112629
2014-01-01,PF - Autônomo,24883791365.43,410115622.07,222017,112080.5675485661
2014-01-01,PF - Empregado de empresa privada,72475382271.5,787135538.59,787711,92007.5792663807
2014-01-01,PF - Empregado de entidades sem fins lucrativos,432073224.27,4683179.58,4154,104013.77570293692
2014-01-01,PF - Empresário,43953470903.83,711288666.54,335883,130859.46863589405
2014-01-01,PF - Outros,134454487351.29,2341472264.89,1990422,67550.74418956884
2014-01-01,PF - Servidor ou empregado público,51565771029.11,396800815.49,522130,98760.40646794859
2014-02-01,PF - Aposentado/pensionista,4304289860.46,51351269.61,64396,66840.95068730977
2014-02-01,PF - Autônomo,25356757177.81,447185951.02,223541,113432.24365020287
2014-02-01,PF - Empregado de empresa privada,73621557776.62,857163481.35,790926,93082.73817856537
2014-02-01,PF - Empregado de entidades sem fins lucrativos,448849619.02,5894316.63,4204,106767.27379162701
2014-02-01,PF - Empresário,44751488562.8,754405505.17,338321,132275.23140094764
2014-02-01,PF - Outros,138040117070.34,2642748795.66,2022724,68244.66267782456
2014-02-01,PF - Servidor ou empregado público,52324679827.57,417542194.64,524936,99678.20806264001
2014-03-01,PF - Aposentado/pensionista,4322838539.11,52534379.67,64368,67158.19256633731
2014-03-01,PF - Autônomo,25761277132.25,483995257.75,225301,114341.6013788221
2014-03-01,PF - Empregado de empresa privada,74533222358.98,887967602.55,794328,93831.7953779547
2014-03-01,PF - Empregado de entidades sem fins lucrativos,457210805.07,5905032.54,4264,107225.79856238274
2014-03-01,PF - Empresário,45404969490.7,799202340.72,341079,133121.56271919407
2014-03-01,PF - Outros,141383779024.24,2642598249.11,2051955,68901.98811584074
2014-03-01,PF - Servidor ou empregado público,53012215174.84,416386800.83,527865,100427.60019103368
2014-04-01,PF - Aposentado/pensionista,4348452039.5,59483979.13,64225,67706.53233943168
2014-04-01,PF - Autônomo,26201954836.43,519151285.55,227168,115341.75075904177
2014-04-01,PF - Empregado de empresa privada,75602379507.27,998143299.23,798771,94648.37795472045
2014-04-01,PF - Empregado de entidades sem fins lucrativos,463923143.05,5973597.98,4288,108191.0314948694
2014-04-01,PF - Empresário,46153912808.76,856530668.15,344386,134017.97055850123
2014-04-01,PF - Outros,145056603294.04,3107739461.54,2084718,69580.92331626629
2014-04-01,PF - Servidor ou empregado público,53744382332.72,461791555.14,531142,101186.4667691879
2014-05-01,PF - Aposentado/pensionista,4395764585.77,58123534.11,64136,68538.1780243545
2014-05-01,PF - Autônomo,26755534003.78,513897868.06,229238,116715.09088275068
2014-05-01,PF - Empregado de empresa privada,76952907843.96,943322876.48,803764,95740.67492940715
2014-05-01,PF - Empregado de entidades sem fins lucrativos,473135574.74,5656470.8,4358,108567.13509407986
2014-05-01,PF - Empresário,47055678821.38,861096561.78,347735,135320.5136709851
2014-05-01,PF - Outros,149701565557.09,3109201706.65,2124147,70476.08548612219
2014-05-01,PF - Servidor ou empregado público,54678519116.71,444518966.28,534746,102251.38498784469
2014-06-01,PF - Aposentado/pensionista,4445432447.89,54169792.19,64268,69170.23165323334
2014-06-01,PF - Autônomo,27226855541.06,457037188.24,231691,117513.65198069844
2014-06-01,PF - Empregado de empresa privada,78158812237.31,857316214.33,810112,96479.02047779813
2014-06-01,PF - Empregado de entidades sem fins lucrativos,478272229.44,5411102.37,4366,109544.71585890975
2014-06-01,PF - Empresário,47903204734.04,814800540.88,351889,136131.57766807146
2014-06-01,PF - Outros,154156509541.31,2797573905.87,2165534,71186.37229492125
2014-06-01,PF - Servidor ou empregado público,55492293748.06,403505550.88,538760,103000.02551796718
2014-07-01,PF - Aposentado/pensionista,4471235877.29,53395493.51,64085,69770.39677444019
2014-07-01,PF - Autônomo,27728369989.15,481189967.76,233640,118679.89209531758
2014-07-01,PF - Empregado de empresa privada,79434766177.9,915176797.12,814960,97470.75461114655
2014-07-01,PF - Empregado de entidades sem fins lucrativos,486656052.2,6386006.45,4368,111413.93136446887
2014-07-01,PF - Empresário,48791722817.36,840749474.5,355410,137282.9206194536
2014-07-01,PF - Outros,158922340789.4,2967835378.37,2203809,72112.57454225843
2014-07-01,PF - Servidor ou empregado público,56268964396.270004,420100322.9,541417,103929.06834523114
2014-08-01,PF - Aposentado/pensionista,4526177697.15,51575050.55,64101,70610.09496185706
2014-08-01,PF - Autônomo,28616422094.06,495127763.51,236412,121044.71048026328
2014-08-01,PF - Empregado de empresa privada,81075754023.48,950797442.0,820251,98842.61527688475
2014-08-01,PF - Empregado de entidades sem fins lucrativos,492103327.01,7494239.31,4400,111841.66522954546
2014-08-01,PF - Empresário,50409625817.04,862442595.5,359776,140113.92037556702
2014-08-01,PF - Outros,163848163883.64,3065397699.27,2242967,73049.74343520882
2014-08-01,PF - Servidor ou empregado público,57670556537.81,430907872.48,546681,105492.15454316136
2014-09-01,PF - Aposentado/pensionista,4513848220.05,43714926.18,63428,71164.91486488617
2014-09-01,PF - Autônomo,28907290812.88,471626013.21,236449,122255.92331910899
2014-09-01,PF - Empregado de empresa privada,81569005065.63,912684179.95,815851,99980.2722134679
2014-09-01,PF - Empregado de entidades sem fins lucrativos,497993195.42,7636577.03,4457,111732.82374242764
2014-09-01,PF - Empresário,51007731897.42,801559426.26,360132,141636.21088217653
2014-09-01,PF - Outros,167748614248.52,3077997526.16,2272711,73809.91874836704
2014-09-01,PF - Servidor ou empregado público,58214646791.96,408288357.77,545947,106630.58280741537
2014-10-01,PF - Aposentado/pensionista,4571763605.9,54734292.0,63507,71988.34153557874
2014-10-01,PF - Autônomo,29489563189.21,535552671.3,238768,123507.18349699289
2014-10-01,PF - Empregado de empresa privada,82977327892.01,1071875442.23,821102,101056.05380575129
2014-10-01,PF - Empregado de entidades sem fins lucrativos,502269131.72,7734301.5,4461,112591.1525935889
2014-10-01,PF - Empresário,52017938539.03,904862328.4,363808,142981.84355217588
2014-10-01,PF - Outros,172908506956.65,3584917052.6,2315564,74672.30746230723
2014-10-01,PF - Servidor ou empregado público,59198654952.07,494594374.47,549976,107638.61505242047
2014-11-01,PF - Aposentado/pensionista,4594027713.1,51913281.46,63450,72403.90406776991
2014-11-01,PF - Autônomo,30019922624.69,517777166.3,240867,124632.77503638937
2014-11-01,PF - Empregado de empresa privada,84263416044.53,1028290343.23,826108,102000.48425209537
2014-11-01,PF - Empregado de entidades sem fins lucrativos,514695702.17,7203930.26,4526,113719.77511489175
2014-11-01,PF - Empresário,53034335345.23,890086624.43,367426,144340.18100305912
2014-11-01,PF - Outros,177349995290.02,3517243882.75,2354734,75316.36069722525
2014-11-01,PF - Servidor ou empregado público,60115020370.32,476200973.22,553803,108549.46681458931
2014-12-01,PF - Aposentado/pensionista,4634781885.69,46217708.25,63414,73087.67599725613
2014-12-01,PF - Autônomo,30509386248.6,449185347.48,242931,125588.69081591068
2014-12-01,PF - Empregado de empresa privada,85508308476.92,828044583.72,831087,102887.31321380312
2014-12-01,PF - Empregado de entidades sem fins lucrativos,517456009.79,6006396.68,4539,114002.20528530514
2014-12-01,PF - Empresário,53924389062.59,762660929.65,371051,145328.7797704089
2014-12-01,PF - Outros,182257416242.32,2989431255.69,2396719,76044.54933695607
2014-12-01,PF - Servidor ou empregado público,61037178545.54,389065933.02,557531,109477.64078686207
2015-01-01,PF - Aposentado/pensionista,4665209370.62,48333869.77,63382,73604.64123284213
2015-01-01,PF - Autônomo,30988833644.35,544642456.26,245023,126473.1622923154
2015-01-01,PF - Empregado de empresa privada,86670088881.22,948731031.09,835841,103692.07646097762
2015-01-01,PF - Empregado de entidades sem fins lucrativos,527351139.09000003,6500912.899999999,4585,115016.60612649946
2015-01-01,PF - Empresário,54733956236.76,907746768.21,374311,146225.88231914103
2015-01-01,PF - Outros,186353571822.57,3540833247.54,2432636,76605.612932872
2015-01-01,PF - Servidor ou empregado público,61950931013.01,452975815.26,561196,110390.89910300501
2015-02-01,PF - Aposentado/pensionista,4677839266.36,51751242.48,63271,73933.38601191698
2015-02-01,PF - Autônomo,31229230792.81,587572258.2,246114,126889.29029965789
2015-02-01,PF - Empregado de empresa privada,87233234406.83,1017644064.93,837453,104164.9315326711
2015-02-01,PF - Empregado de entidades sem fins lucrativos,531383570.87,8195758.63,4615,115142.70224702058
2015-02-01,PF - Empresário,55225920000.29,1009024323.18,376082,146845.42200980106
2015-02-01,PF - Outros,189544148875.31,3931014468.4,2462905,76959.58588549294
2015-02-01,PF - Servidor ou empregado público,62389753512.71,486486273.19,563045,110807.75695141595
2015-03-01,PF - Aposentado/pensionista,4699481873.08,46295406.52,63219,74336.54238567519
2015-03-01,PF - Autônomo,31631469125.65,583151020.74,247694,127703.81650605182
2015-03-01,PF - Empregado de empresa privada,88277688780.62,963822607.26,840323,105052.09161312971
2015-03-01,PF - Empregado de entidades sem fins lucrativos,534246931.85,5593708.65,4605,116014.53460369165
2015-03-01,PF - Empresário,55947555403.89,1004127186.7,378644,147757.67053984746
2015-03-01,PF - Outros,194232347967.09,3764459206.12,2502346,77620.10048454131
2015-03-01,PF - Servidor ou empregado público,63192440699.64,451851678.44,565933,111660.6395096946
2015-04-01,PF - Aposentado/pensionista,4750278300.12,48899096.57,63431,74888.90763380681
2015-04-01,PF - Autônomo,32113538225.14,631340854.27,249516,128703.32253298386
2015-04-01,PF - Empregado de empresa privada,89346316539.69,1039760257.72,844068,105852.036257375
2015-04-01,PF - Empregado de entidades sem fins lucrativos,548975558.78,5798300.31,4717,116382.35293194826
2015-04-01,PF - Empresário,56600619234.74,1083522754.98,381403,148401.08555711413
2015-04-01,PF - Outros,198965015875.61002,4188375467.18,2540285,78323.89510452961
2015-04-01,PF - Servidor ou empregado público,64288919320.47,499843008.95,573721,112056.06788050289
2015-05-01,PF - Aposentado/pensionista,4758466999.2699995,53620746.08,63334,75132.89858954116
2015-05-01,PF - Autônomo,32390837995.43,659483821.88,250514,129297.5162882314
2015-05-01,PF - Empregado de empresa privada,89863816848.08,1088574515.15,845171,106326.19534754506
2015-05-01,PF - Empregado de entidades sem fins lucrativos,550499484.91,6757022.9,4708,116928.52270815632
2015-05-01,PF - Empresário,57043109326.14,1108413387.56,382739,149039.1868248075
2015-05-01,PF - Outros,202744571720.08002,4422674811.31,2573959,78767.59953055975
2015-05-01,PF - Servidor ou empregado público,64717852395.38,519951954.4,575200,112513.65159141168
2015-06-01,PF - Aposentado/pensionista,4766541642.17,45774355.65,63243,75368.68336685484
2015-06-01,PF - Autônomo,32622556107.5,592868608.03,251308,129811.05300070034
2015-06-01,PF - Empregado de empresa privada,90394866161.67,959696048.34,846292,106812.85674645394
2015-06-01,PF - Empregado de entidades sem fins lucrativos,553321852.7,5550702.6,4717,117303.76355734578
2015-06-01,PF - Empresário,57445235570.5,1011040320.36,384108,149554.90531439075
2015-06-01,PF - Outros,206634618132.3,4002169683.34,2609374,79189.345081349
2015-06-01,PF - Servidor ou empregado público,65155110945.4,450220298.01,576662,112986.65586669488
2015-07-01,PF - Aposentado/pensionista,4774168424.2300005,47398287.24,63046,75725.15979173937
2015-07-01,PF - Autônomo,32880121347.100002,633298326.8,252258,130343.22537679678
2015-07-01,PF - Empregado de empresa privada,91003336352.53,1004521652.62,847816,107338.54557183398
2015-07-01,PF - Empregado de entidades sem fins lucrativos,553689866.3,6766534.63,4696,117906.70066013628
2015-07-01,PF - Empresário,57847935662.18,1102878634.38,385573,150031.08532542476
