data_base,regiao,carteira_ativa,carteira_inadimplida_arrastada,numero_de_operacoes,ticket_medio
2018-03-01,centro-oeste,63142191516.04,1505411056.18,664986,94952.662937325
2018-03-01,nordeste,86874842364.8,2604782118.24,1059111,82026.19212226103
2018-03-01,norte,17416057448.54,468899319.48,183153,95090.21118158044
2018-03-01,sudeste,286233638203.1,3728838696.36,2674542,107021.55292498677
2018-03-01,sul,110662262955.88,1419552484.37,1246002,88813.87265500377
2018-04-01,centro-oeste,63401655964.84,1483171028.28,668114,94896.46372451408
2018-04-01,nordeste,87331250898.73,2612453308.18,1064674,82026.28306761506
2018-04-01,norte,17477268592.37,468322051.08,183828,95074.02894210893
2018-04-01,sudeste,287495601649.29,3807314882.21,2687102,106990.95220400639
2018-04-01,sul,111158844913.86,1379814501.6,1251374,88829.43461655748
2018-05-01,centro-oeste,63700424664.87,1496853373.85,671201,94905.13968970547
2018-05-01,nordeste,87807915360.27,2646129298.13,1067828,82230.39231062494
2018-05-01,norte,17543973678.3,462317859.45,183713,95496.63702786411
2018-05-01,sudeste,289061392795.49,3798277121.94,2701356,107006.03430110285
2018-05-01,sul,111744456865.79,1330892984.57,1257746,88845.01073013946
2018-06-01,centro-oeste,64055994972.31,1399977237.71,674857,94917.87885775801
2018-06-01,nordeste,88339087355.75,2464875742.85,1073350,82302.21955163739
2018-06-01,norte,17620329377.43,439001111.69,184251,95632.20485875246
2018-06-01,sudeste,290790797288.12,3417951967.77,2715926,107068.74829731001
2018-06-01,sul,112406399172.47,1166274660.08,1264473,88895.84765548178
2018-07-01,centro-oeste,64375053318.840004,1410382692.94,677325,95043.07875663825
2018-07-01,nordeste,88803232362.87,2510297668.01,1077152,82442.61939157147
2018-07-01,norte,17682336188.59,436155859.05,184538,95819.48535580748
2018-07-01,sudeste,292232396146.65,3484564070.4,2728321,107110.70880099887
2018-07-01,sul,112977555538.1,1208614649.15,1269834,88970.33434141785
2018-08-01,centro-oeste,64743966908.54,1290049386.6,680549,95134.90859370891
2018-08-01,nordeste,89427265746.86,2302809817.92,1083538,82532.65298204585
2018-08-01,norte,17762072762.35,378175030.07,185318,95846.45184142931
2018-08-01,sudeste,294013444144.49,3154293466.4,2743649,107161.46421954484
2018-08-01,sul,113630757384.41,1077443265.22,1274709,89142.5081209986
2018-12-01,centro-oeste,65984221612.56,1094303727.07,711237,92773.88776534404
2018-12-01,nordeste,91464911956.46,1877718846.15,1130868,80880.27246014566
2018-12-01,norte,18232706308.02,317597868.38,195490,93266.69552417003
2018-12-01,sudeste,301179531471.2,2785358235.85,2933670,102663.05735518991
2018-12-01,sul,116433924308.59,894931356.89,1378739,84449.57624944967
2019-01-01,centro-oeste,65942504093.91,1237472927.3,722719,91242.24504117091
2019-01-01,nordeste,91302519745.65,2141313523.65,1142590,79908.38336205462
2019-01-01,norte,18127330523.97,358106692.58,196930,92049.61419778602
2019-01-01,sudeste,300801750380.08,3210073565.94,2967504,101365.23838892214
2019-01-01,sul,116525815809.37,1162100082.17,1393311,83632.3088021052
2019-02-01,centro-oeste,66231510337.93,1332389883.35,725018,91351.53932444435
2019-02-01,nordeste,92118427211.33,2247793113.62,1152004,79963.63485832515
2019-02-01,norte,18350183886.93,364944549.32,198774,92316.82155075614
2019-02-01,sudeste,302874613116.04,3228553522.9,2978291,101694.09675415867
2019-02-01,sul,116891561982.53,1230141886.69,1393116,83906.55335415715
2019-03-01,centro-oeste,66768819600.92,1441704416.96,729073,91580.43104177497
2019-03-01,nordeste,92407311108.98,2491137438.38,1152588,80173.75775991073
2019-03-01,norte,18334724654.82,398334302.5,197748,92717.62371715516
2019-03-01,sudeste,304430809668.89,3545159555.63,2981075,102121.15081602777
2019-03-01,sul,117820307497.9,1344263495.44,1396750,84353.1823861822
2019-04-01,centro-oeste,67005321985.83,1411812303.01,722940,92684.48555319944
2019-04-01,nordeste,92761014284.21,2487643327.33,1141139,81288.09398698143
2019-04-01,norte,18401364005.86,374508243.53,196154,93810.80174689276
2019-04-01,sudeste,305499295706.25,3562414479.45,2967356,102953.36848906906
2019-04-01,sul,118285831290.75,1305133637.04,1391171,85026.09045958405
2019-05-01,centro-oeste,67218864630.12,1445100166.46,724450,92786.06478034372
2019-05-01,nordeste,93185625775.48,2555969768.64,1145370,81358.53547367227
2019-05-01,norte,18488383050.91,390522330.04,196667,94008.56804095248
2019-05-01,sudeste,306974085105.23,3686798977.62,2975415,103170.17461605523
2019-05-01,sul,118852291831.57,1312616241.15,1392651,85342.48123296504
2019-06-01,centro-oeste,67747452159.03,1336975091.13,729070,92923.11048188788
2019-06-01,nordeste,93829343247.48,2478906852.18,1152690,81400.3272757463
2019-06-01,norte,18682615447.18,365646687.66,198355,94187.77165778528
2019-06-01,sudeste,308662724927.92,3508825244.58,2984738,103413.67481096163
2019-06-01,sul,119276776610.51,1180426330.41,1392786,85638.98302431959
2019-07-01,centro-oeste,68236639506.16,1424230244.81,732909,93103.83622818113
2019-07-01,nordeste,94289322576.85,2671503748.15,1154466,81673.53787539001
2019-07-01,norte,18708655580.04,392668688.07,198131,94425.68593526505
2019-07-01,sudeste,310400168768.71,3855132403.12,2990459,103796.83144584495
2019-07-01,sul,120282614645.12,1352472343.02,1397070,86096.34065946587
2019-08-01,centro-oeste,68240568101.68,1413808747.89,731700,93263.04236938636
2019-08-01,nordeste,94372678766.06999,2695857825.03,1153884,81786.97231790196
2019-08-01,norte,18868685334.36,410125383.48,198730,94946.33590479546
2019-08-01,sudeste,311580742035.09,3900564645.03,2988450,104261.65471568539
2019-08-01,sul,120309905258.26,1370983744.09,1391679,86449.46518432771
2019-09-01,centro-oeste,68836772087.63,1398741770.98,735642,93573.73843204984
2019-09-01,nordeste,94927164232.71,2608191761.26,1155522,82150.893044624
2019-09-01,norte,18924503337.29,403150979.34,198604,95287.62430409258
2019-09-01,sudeste,314804309260.6,3860691547.29,2994700,105120.4826061375
2019-09-01,sul,121529579574.73,1378412312.33,1395507,87086.32746000557
2019-10-01,centro-oeste,69221851338.38,1346206256.71,739017,93667.46818866143
2019-10-01,nordeste,95522408552.15,2516057829.37,1163691,82085.7156686354
2019-10-01,norte,19118246687.54,386992250.04,200729,95244.06880689885
2019-10-01,sudeste,316991104368.5,3751632427.06,3011082,105274.81628481057
2019-10-01,sul,122073000347.61,1358642869.75,1397982,87320.86704092757
2019-11-01,centro-oeste,69934085933.33,1409796623.91,743978,94000.20690575529
2019-11-01,nordeste,96275129357.31,2564197657.48,1168401,82399.04737954692
2019-11-01,norte,19164632179.84,391911333.32,201049,95323.19076364468
2019-11-01,sudeste,320166267578.63,3972877369.99,3025174,105834.00081404574
2019-11-01,sul,123405469733.04,1438781560.01,1405020,87831.82426801042
2019-12-01,centro-oeste,70243605002.36,1269815527.58,746779,94062.10539176919
2019-12-01,nordeste,96826525232.4,2290954347.8,1175136,82396.01648864472
2019-12-01,norte,19346497145.74,349504377.77,202697,95445.40444969587
2019-12-01,sudeste,322229458258.05,3545856670.58,3039454,106015.57327666416
2019-12-01,sul,123958860617.81,1237315879.74,1407234,88086.88577579138
2020-01-01,centro-oeste,70298866038.16,1512211564.11,746252,94202.58309278903
2020-01-01,nordeste,97021227942.88,2619499143.72,1177386,82403.92525720537
2020-01-01,norte,19397870334.46,397720170.99,203297,95416.41211852609
2020-01-01,sudeste,323448266945.45,4205335369.75,3041743,106336.48764719767
2020-01-01,sul,124044340743.65,1532648645.81,1404619,88311.73488586584
2020-02-01,centro-oeste,70631482768.99,1569424449.48,748095,94415.12477558332
2020-02-01,nordeste,97230837009.34,2676740404.71,1178809,82482.26558275343
2020-02-01,norte,19447028235.21,415709041.07,203650,95492.404788657
2020-02-01,sudeste,325276231993.27,4363904810.97,3048166,106712.11213341728
2020-02-01,sul,124757596337.02,1541674402.98,1407273,88652.02156015215
2020-03-01,centro-oeste,71172184680.7,2130138224.84,751618,94691.96411035924
2020-03-01,nordeste,97729583687.26,3606331167.99,1182421,82652.10418899867
2020-03-01,norte,19570178556.17,586596026.0,204290,95796.06714068235
2020-03-01,sudeste,327475549121.22,6345928034.0199995,3057096,107119.81210966877
2020-03-01,sul,125539291436.45,2355901464.95,1409895,89041.58922221158
2020-04-01,centro-oeste,71862410735.48,2155406729.54,754826,95203.94201508691
2020-04-01,nordeste,98381251922.93,3693760955.98,1185669,82975.30923295624
2020-04-01,norte,19767185746.55,596753122.56,205219,96322.39581398408
2020-04-01,sudeste,331034638040.44,6311107942.31,3069599,107842.95865370036
2020-04-01,sul,126751784472.24,2262834268.13,1414116,89633.22985684343
2020-05-01,centro-oeste,72549324191.93,1884233421.92,757992,95712.51964655299
2020-05-01,nordeste,99021837166.53,3272909801.14,1188439,83320.92532013002
2020-05-01,norte,19931841631.75,554770529.92,205911,96798.33341467916
2020-05-01,sudeste,334480849402.36,5355384962.83,3080562,108577.86644201934
2020-05-01,sul,128038096011.8,1778685000.36,1417617,90319.24420474641
2020-06-01,centro-oeste,73343221014.03,1322699678.2,760887,96391.73887059445
2020-06-01,nordeste,99536871669.46,2467609133.11,1186892,83863.46160346518
2020-06-01,norte,20011121425.26,404576854.4,204938,97644.7580500444
2020-06-01,sudeste,338026851431.14,3893394629.82,3092350,109310.67034169483
2020-06-01,sul,129656094300.3,1363906833.35,1423297,91095.60007524783
2020-07-01,centro-oeste,74084607247.6,1174669908.85,760442,97423.08716194004
2020-07-01,nordeste,100477485714.43,2255537693.27,1176414,85409.9710768743
2020-07-01,norte,20308547186.85,367228761.27,202883,100099.7973553723
2020-07-01,sudeste,341966310956.88,3560895156.31,3105146,110128.89923915977
2020-07-01,sul,130873895381.41,1241394649.65,1422518,92001.57423766167
2020-08-01,centro-oeste,75001555789.35,1119607281.55,765178,98018.44249226978
2020-08-01,nordeste,101389976146.57,2078831664.08,1181246,85833.07469110584
2020-08-01,norte,20516350147.68,341403477.99,204148,100497.43395810883
2020-08-01,sudeste,346583913015.43,3267547238.53,3125123,110902.48704304759
2020-08-01,sul,132252273249.97,1159910741.11,1428565,92577.00787151442
2020-09-01,centro-oeste,75715498493.88,1058977311.32,767430,98661.11370923732
2020-09-01,nordeste,102254487812.17,1956114029.83,1184237,86346.30383290675
2020-09-01,norte,20733978223.06,316263286.18,205039,101122.11931905638
2020-09-01,sudeste,351013919989.51,3010116187.12,3139020,111822.77270916082
2020-09-01,sul,133631632691.99,1118915542.69,1431830,93329.25884496763
2020-10-01,centro-oeste,76717365799.13,1090390561.69,772076,99365.04411370125
2020-10-01,nordeste,103128803397.81,1965175003.79,1187955,86812.04540391681
2020-10-01,norte,20826257661.04,321142204.63,205097,101543.45339541779
2020-10-01,sudeste,355671134979.6,3151698952.06,3154786,112740.17793270288
2020-10-01,sul,135336942144.31,1192978868.83,1438585,94076.43075960752
2020-11-01,centro-oeste,77594756274.23,1232594170.21,776698,99903.38107505105
2020-11-01,nordeste,103986784910.62,2102340730.18,1193941,87095.41335009017
2020-11-01,norte,21018792250.03,350082454.27,206290,101889.53536298414
2020-11-01,sudeste,359997516507.78,3595761404.99,3172764,113464.95248552367
2020-11-01,sul,136841763032.51,1361175291.24,1444805,94712.963363575
2020-12-01,centro-oeste,78520530416.18,1050640162.87,780950,100544.88816976758
2020-12-01,nordeste,105032043954.97,1933301561.32,1201540,87414.52132677232
2020-12-01,norte,21255985593.14,308386814.71,207831,102275.33713998392
2020-12-01,sudeste,364846337887.63,3249831195.13,3190824,114342.35729944053
2020-12-01,sul,138361523687.95,1185058857.11,1448960,95490.23001873758
2021-01-01,centro-oeste,79154791530.92,1182893405.58,783688,101002.93934693398
2021-01-01,nordeste,105560310468.35,2161030321.11,1205433,87570.45017711479
2021-01-01,norte,21381467312.920002,356527921.6,208546,102526.38416905624
2021-01-01,sudeste,368407748867.65,3834993799.47,3201148,115086.13437043523
2021-01-01,sul,139334358114.08,1527747844.03,1451235,96010.88597923836
2021-02-01,centro-oeste,80066224436.02,1462609447.09,787735,101641.06512471834
2021-02-01,nordeste,106392653621.25,2487815999.09,1210358,87901.8055990459
2021-02-01,norte,21541833832.54,404672709.25,209797,102679.41787794868
2021-02-01,sudeste,372533020194.17,4634998780.26,3216680,115812.89410018093
2021-02-01,sul,140559788740.55,1937943425.31,1455100,96598.02676142532
2021-03-01,centro-oeste,81052266510.4,1401414730.9,792186,102314.69189104578
2021-03-01,nordeste,107458501625.17,2469179031.0,1217211,88282.55875535958
2021-03-01,norte,21787482810.06,385447286.02,211167,103176.55130801689
2021-03-01,sudeste,377869180010.54,4618762514.71,3236136,116765.54384937468
2021-03-01,sul,142075215550.01,1820027089.07,1459813,97324.25697675662
2021-04-01,centro-oeste,81980731126.8,1522013329.68,795845,103010.92691013955
2021-04-01,nordeste,108335108787.66,2674157501.96,1222550,88614.05160333728
2021-04-01,norte,21922184543.21,415893826.1,211852,103478.77076076694
2021-04-01,sudeste,383063113278.19,5096312135.96,3253600,117735.15898641197
2021-04-01,sul,143597887429.84,1957405707.99,1464067,98081.49997905834
2021-05-01,centro-oeste,82934744323.03,1674570290.22,799525,103730.02010322378
2021-05-01,nordeste,109317684365.87,2763317384.18,1228139,89010.84027611696
2021-05-01,norte,22247687549.09,438999223.0,213555,104177.78815335628
2021-05-01,sudeste,388718351917.67,5499003962.26,3273949,118730.7291340427
2021-05-01,sul,145331978120.48,2175444314.55,1470561,98827.57540862297
2021-06-01,centro-oeste,83959422948.47,1572104170.64,803665,104470.67241757449
2021-06-01,nordeste,110318662344.81,2593178817.38,1234204,89384.46346374667
2021-06-01,norte,22500150932.09,410240106.7,214792,104753.20743831241
2021-06-01,sudeste,394184961661.04,5117247653.2300005,3292361,119727.13856744142
2021-06-01,sul,146917143025.81,2106228167.04,1475443,99574.93649419869
2021-07-01,centro-oeste,85093109299.87,1596432483.3,807649,105359.02266934027
2021-07-01,nordeste,111152396207.03,2635779259.48,1238770,89728.03361966305
2021-07-01,norte,22722551151.23,405286667.45,215699,105343.79459909411
2021-07-01,sudeste,399407432758.79,5175020031.85,3309117,120699.09669521809
2021-07-01,sul,148761404825.19,2089533538.99,1480499,100480.58446860823
2021-08-01,centro-oeste,86236177300.32,1646731653.59,812441,106144.54132708715
2021-08-01,nordeste,112414629821.68001,2585962926.73,1246247,90202.52792719261
2021-08-01,norte,23075242042.9,389951274.85,217679,106005.82528815366
2021-08-01,sudeste,405725752807.45,5136471039.94,3331499,121784.74398685097
2021-08-01,sul,150721047138.47,2052283733.01,1486986,101360.09830520934
2021-09-01,centro-oeste,87404658381.76,1684368720.31,817189,106957.70303046174
2021-09-01,nordeste,113480355105.09,2642790715.45,1252529,90600.98018096985
2021-09-01,norte,23337129174.89,387459291.3,218937,106592.89738550359
2021-09-01,sudeste,411200449479.57,5169400392.09,3352458,122656.4059802002
2021-09-01,sul,152508611226.18,2078298418.8899999,1493444,102118.73443274738
2021-10-01,centro-oeste,88349055386.42,1541186224.92,820265,107707.94241668242
2021-10-01,nordeste,114405571899.77,2491897598.11,1255579,91117.78064125794
2021-10-01,norte,23582355926.79,393151991.36,219301,107534.1923967059
2021-10-01,sudeste,416417683306.75,4920696655.46,3367789,123647.20096976087
2021-10-01,sul,154093800014.78,1942403568.69,1497215,102920.28867916766
2021-11-01,centro-oeste,89643407669.27,1546448257.54,826257,108493.37151669517
2021-11-01,nordeste,114992040662.56999,2490927021.4,1255501,91590.56079013078
2021-11-01,norte,23704348516.51,405884612.4,218849,108313.71638211735
2021-11-01,sudeste,421352714795.96,4989249256.68,3383513,124531.13518285876
2021-11-01,sul,156172229784.23,2013998314.92,1505671,103722.67898115193
2021-12-01,centro-oeste,90929807768.09,1517845304.12,829900,109567.18612855766
2021-12-01,nordeste,116981702019.43001,2416302727.24,1268998,92184.30763439344
2021-12-01,norte,24267215002.3,378140623.91,222122,109251.74004511035
2021-12-01,sudeste,426865904407.76,4657958103.2300005,3405956,125329.24806067959
2021-12-01,sul,157778056283.62,1983495208.54,1509311,104536.47809074471
2022-01-01,centro-oeste,91539415522.86,1807209794.27,833212,109863.29472314368
2022-01-01,nordeste,117023155730.33,2876257197.33,1266621,92390.03279617976
2022-01-01,norte,24250511693.01,422617164.58,221101,109680.6965731046
2022-01-01,sudeste,429573556945.39996,5523678786.1,3414754,125799.2689796688
2022-01-01,sul,159065279138.84,2332005874.32,1515177,104981.31844585814
2022-02-01,centro-oeste,92315929578.72,2101897493.51,835522,110488.92737560472
2022-02-01,nordeste,117864059879.91,3356141663.12,1271231,92716.47708395249
2022-02-01,norte,24521773497.69,494722587.19,222303,110307.88382383503
2022-02-01,sudeste,432937576260.0,6530626943.94,3426006,126368.01460943151
2022-02-01,sul,160250716743.78,2736281243.89,1518586,105526.27032237884
2022-03-01,centro-oeste,93346895828.31999,2214871205.03,838806,111285.44124424478
2022-03-01,nordeste,118753715313.9,3248614414.67,1274898,93147.62068330172
2022-03-01,norte,24751177339.57,490217502.76,223094,110945.06055550576
2022-03-01,sudeste,436520436354.4,6312683191.31,3437626,126983.10879496491
2022-03-01,sul,161515401997.31,2602346704.41,1521630,106146.30494752995
2022-04-01,centro-oeste,94100825813.81,2209417461.11,841680,111801.19025497814
2022-04-01,nordeste,119668903887.0,3106799935.17,1280278,93471.0304222989
2022-04-01,norte,25022241799.58,480809235.41,224377,111518.74657197486
2022-04-01,sudeste,440657227873.24,6000659333.88,3452912,127619.01487012701
2022-04-01,sul,162758543526.3,2380792821.11,1525189,106713.68828800888
2022-05-01,centro-oeste,95249006777.2,2144671098.69,846028,112583.75228384876
2022-05-01,nordeste,120891286713.71,2953881272.32,1286752,93950.72765669686
2022-05-01,norte,25352525053.93,458884717.45,225896,112230.96050363884
2022-05-01,sudeste,445452233579.97003,5827906335.61,3469592,128387.49731379656
2022-05-01,sul,164394376826.88,2217486795.56,1529306,107496.06476851592
2022-06-01,centro-oeste,96630394998.92,1822442077.68,850808,113574.85472506135
2022-06-01,nordeste,122217864715.19,2687685759.62,1293945,94453.67825926913
2022-06-01,norte,25712625777.65,422579809.53000003,227506,113019.55015538052
2022-06-01,sudeste,450951708807.8,5151485364.25,3489604,129227.187041223
2022-06-01,sul,166328455911.85,2041596919.94,1536025,108284.99269989095
2022-07-01,centro-oeste,97933912586.67,1838577472.8899999,855620,114459.58788559173
2022-07-01,nordeste,123592899170.28,2825128401.7,1300987,94999.33448241989
2022-07-01,norte,26098101324.0,453031756.95,229278,113827.32457540628
2022-07-01,sudeste,457038894503.54,5418012659.7,3509823,130217.07775678147
2022-07-01,sul,168433703053.46,2157400683.21,1543160,109148.56726033593
2022-08-01,centro-oeste,99532117609.49,1837963878.22,860792,115628.53466283377
2022-08-01,nordeste,124984329263.03,2765133146.6,1307096,95619.8544430019
2022-08-01,norte,26427675954.2,453426566.53,230064,114870.97483395925
2022-08-01,sudeste,462716544164.26,5415922758.73,3528325,131143.4020857659
2022-08-01,sul,170555425820.61,2072682501.77,1549947,110039.5212356358
2022-09-01,centro-oeste,100924233301.96,1837974331.99,865480,116610.70539118178
2022-09-01,nordeste,126497539671.14,2607014731.94,1314848,96206.96815992419
2022-09-01,norte,26795001962.08,440320478.83,231561,115714.6581768087
2022-09-01,sudeste,468404519140.24,5321241110.67,3547589,132034.60692324844
2022-09-01,sul,172487168281.48,2000668028.26,1556091,110846.45324822264
2022-10-01,centro-oeste,102062819426.04,2000274373.22,869908,117325.99243372862
2022-10-01,nordeste,127863256276.43,2692913821.71,1321954,96722.92400221944
2022-10-01,norte,27128239736.49,470222011.38,233156,116352.31234233733
2022-10-01,sudeste,473367799978.87,5762938685.559999,3563592,132834.45466789408
2022-10-01,sul,174354371120.49,2077380694.54,1561904,111629.37742683929
2022-11-01,centro-oeste,103206513891.2,2170348500.08,873759,118117.8264157508
2022-11-01,nordeste,129205805027.78,2708388601.73,1328899,97227.70882345461
2022-11-01,norte,27485362247.48,495136932.28,234629,117143.92614502044
2022-11-01,sudeste,478616301139.59,5916768084.99,3579193,133721.8476733694
2022-11-01,sul,176167411286.11,2145105516.86,1567388,112395.53402610584
2022-12-01,centro-oeste,104266455674.81,2106986563.3700001,877148,118869.85511545371
2022-12-01,nordeste,130658588130.04,2658803272.31,1337730,97671.86811242926
2022-12-01,norte,27813610377.99,467899446.03000003,236312,117698.67961842818
2022-12-01,sudeste,483601266227.52,5581830590.3,3596763,134454.58214164237
2022-12-01,sul,177784373383.07,2003027504.04,1572334,113070.36124835435
2023-01-01,centro-oeste,105250204317.45,2346281028.25,880361,119553.46081601751
2023-01-01,nordeste,131913988682.29,2914992669.95,1343807,98164.38572078431
2023-01-01,norte,28173552720.96,527991009.78,237797,118477.32612673835
2023-01-01,sudeste,487595751712.81,6245510205.58,3607639,135156.46984435248
2023-01-01,sul,179216778694.88,2311135929.12,1575444,113756.3624571105
2023-02-01,centro-oeste,105977436483.75,2630833787.09,882929,120029.39815517442
2023-02-01,nordeste,132818287623.46,3267707686.01,1347428,98571.71412755265
2023-02-01,norte,28332169799.91,574622276.22,238024,119030.72715318624
2023-02-01,sudeste,490979688129.85,6657269118.87,3618851,135672.81110215644
2023-02-01,sul,180424842882.25,2547369111.55,1579462,114231.83519594013
2023-03-01,centro-oeste,107241897973.19,2587525868.91,886126,121023.30591043486
2023-03-01,nordeste,134439516032.8,3280230974.17,1354838,99229.21857284782
2023-03-01,norte,28756527988.62,537289921.46,239780,119928.80135382434
2023-03-01,sudeste,496877697538.94,6469899369.86,3634590,136708.04617272926
2023-03-01,sul,182426902617.54,2416151256.65,1582821,115254.2849870832
2023-04-01,centro-oeste,108324402015.64,2872467336.17,890056,121705.15340117925
2023-04-01,nordeste,135672544443.2,3686120743.49,1360134,99749.39560602116
2023-04-01,norte,29059898721.33,617621045.68,240872,120644.56940337608
2023-04-01,sudeste,501435542869.82,7303167680.61,3649775,137388.0699138495
2023-04-01,sul,183988241586.26,2698416771.1,1587578,115892.41069494539
2023-05-01,centro-oeste,109755565880.46,2955358262.81,893231,122874.78365670248
2023-05-01,nordeste,136947981715.75,3755345467.95,1366191,100240.72894328099
2023-05-01,norte,29356044148.17,637645426.25,242056,121277.90324623226
2023-05-01,sudeste,505737191394.26,7476380924.62,3665681,137965.41253705928
2023-05-01,sul,185668437439.16,2751075404.34,1592111,116617.77190105464
2023-06-01,centro-oeste,110309067301.55,2819192502.75,896491,123045.37056317354
2023-06-01,nordeste,138295779097.59,3538322392.57,1372791,100740.59277602345
2023-06-01,norte,29708053142.52,589244162.11,243546,121981.28132886601
2023-06-01,sudeste,510476984064.77997,6891266361.559999,3681462,138661.48396066017
2023-06-01,sul,187347943859.22,2487389926.92,1596611,117341.00783423138
2023-07-01,centro-oeste,111399068592.33,3000502896.96,899908,123789.39690760612
2023-07-01,nordeste,139454776805.16,3752900137.27,1377800,101215.54420464509
2023-07-01,norte,29985828392.25,634797848.0,244383,122700.14032174906
2023-07-01,sudeste,515380633979.97003,7353535360.06,3697974,139368.37684093238
2023-07-01,sul,189182743519.63,2678074674.96,1601922,118097.3502577716
2023-08-01,centro-oeste,112353180090.4,2933503212.59,900680,124742.6167899809
2023-08-01,nordeste,140762533843.43,3627654165.36,1376434,102266.097643207
2023-08-01,norte,30297881225.99,618624668.9399999,243528,124412.31080610855
2023-08-01,sudeste,520062644916.04,7305738924.4,3700176,140550.78593992285
2023-08-01,sul,190871783639.23,2589038430.42,1602834,119083.93735048671
2023-09-01,centro-oeste,113586347803.81,2759914418.43,908207,125066.58482461597
2023-09-01,nordeste,142123515514.93,3452303861.12,1390547,102206.91247036598
2023-09-01,norte,30609843721.260002,605510028.82,246457,124199.53063317334
2023-09-01,sudeste,525759043998.76,7077869941.88,3735807,140735.06581008068
2023-09-01,sul,192915251127.91998,2385451984.7,1612771,119617.26192244279
2023-10-01,centro-oeste,114576160537.04,2560015750.35,911594,125687.7080553843
2023-10-01,nordeste,143593230137.98,3268227015.68,1399149,102628.97671225868
2023-10-01,norte,30933808397.49,579227078.09,248113,124676.29022860552
2023-10-01,sudeste,530545155765.64,6880034691.52,3753520,141346.0313960336
2023-10-01,sul,194755145358.59,2209248260.79,1619362,120266.58977954899
2023-11-01,centro-oeste,115510548749.3,2392766061.62,915373,126189.5956613315
2023-11-01,nordeste,144922047160.74,3127748296.91,1407098,102993.57056917144
2023-11-01,norte,31239473756.83,544733889.13,249199,125359.54701595914
2023-11-01,sudeste,535120566633.54,6767196026.81,3769591,141957.19552427306
2023-11-01,sul,196618118135.44,2112438610.82,1625647,120947.60925061838
2023-12-01,centro-oeste,116540281818.31999,2226126690.62,919099,126798.39910425319
2023-12-01,nordeste,146299234222.05,2941153186.99,1414939,103396.14232277857
2023-12-01,norte,31565791382.44,508152661.36,250577,125972.42118167269
2023-12-01,sudeste,539791571529.15,6395352499.76,3788612,142477.39581914168
2023-12-01,sul,198328273781.09,1960099662.48,1632384,121496.09024659026
