data_base,regime,carteira_ativa,carteira_inadimplida_arrastada,numero_de_operacoes,ticket_medio
2018-03-01,Aposentado,23854333480.55,271957853.71,287171,83066.6518574299
2018-03-01,Empresa_Privada,188114618582.6,2398696402.39,1996893,94203.65466882802
2018-03-01,Empresario,103364916304.81,2258587193.83,726779,142223.31176989153
2018-03-01,Setor_Publico,104050118378.68,915348807.29,969659,107305.88627412316
2018-03-01,outro,144945005741.72,3882893417.41,1847292,78463.50535904449
2018-04-01,Aposentado,23748775618.31,260913868.44,286320,82944.87153642777
2018-04-01,Empresa_Privada,189424065377.08,2433283566.4900002,2009546,94262.11959172867
2018-04-01,Empresario,103420414414.83,2204913079.46,727652,142128.94957318885
2018-04-01,Setor_Publico,104391233481.82,913427650.19,972755,107315.03151545869
2018-04-01,outro,145880133127.05,3938537606.77,1858819,78480.00968736062
2018-05-01,Aposentado,23637175504.71,264546385.93,285493,82794.23840412899
2018-05-01,Empresa_Privada,190953513486.73,2397686290.37,2024688,94312.56247220807
2018-05-01,Empresario,103541553557.97,2191865505.17,728943,142043.41568266656
2018-05-01,Setor_Publico,104755553576.95,912878588.82,975389,107398.74406718755
2018-05-01,outro,146970367238.36002,3967493867.65,1867331,78706.11436234927
2018-06-01,Aposentado,23570064514.14,247282690.19,284905,82729.55727045856
2018-06-01,Empresa_Privada,192596728883.9,2191188803.95,2039579,94429.64890494557
2018-06-01,Empresario,103684883488.26,1939175288.91,730254,141984.68408014197
2018-06-01,Setor_Publico,105266694572.83,830612691.19,979361,107485.07912080428
2018-06-01,outro,148094236706.95,3679821245.86,1878758,78825.60537703632
2018-07-01,Aposentado,23453342252.85,243252169.94,283733,82659.9029822051
2018-07-01,Empresa_Privada,194074073610.77,2261551915.0,2052955,94534.01248968925
2018-07-01,Empresario,103801336241.76,1941166727.08,731059,141987.63197192017
2018-07-01,Setor_Publico,105612173215.07,829579002.74,981345,107619.82097536545
2018-07-01,outro,149129648234.6,3774465124.79,1888078,78984.89799393881
2018-08-01,Aposentado,23293092204.77,220800602.22,282237,82530.2572120948
2018-08-01,Empresa_Privada,195867900068.6,2042780082.66,2068827,94675.82357954532
2018-08-01,Empresario,103913613005.5,1718329400.8,731699,142016.88536611365
2018-08-01,Setor_Publico,106041166070.41,749047520.35,984022,107763.00333774042
2018-08-01,outro,150461735597.37,3471813360.18,1900978,79149.64591771709
2018-12-01,Aposentado,20834473183.98,172240982.92,273493,76179.18258960923
2018-12-01,Empresa_Privada,201021394834.39,1688002003.8799999,2177743,92307.21661573014
2018-12-01,Empresario,100954508677.58,1443997032.36,732862,137753.7772153284
2018-12-01,Setor_Publico,108232847817.46,597334820.98,1024807,105612.90839881072
2018-12-01,outro,162252071143.42,3068335194.2,2141099,75779.8080067386
2019-01-01,Aposentado,22888195194.170002,210212356.48,302240,75728.54418399285
2019-01-01,Empresa_Privada,202392299831.09,2046769447.09,2231560,90695.43271571904
2019-01-01,Empresario,104421117556.1,1713466563.47,774507,134822.69050647703
2019-01-01,Setor_Publico,107528473548.53,716328973.45,1043022,103093.19798482678
2019-01-01,outro,155469834423.09,3422289451.15,2071725,75043.66381787641
2019-02-01,Aposentado,20369608540.18,185856665.42,270174,75394.40708647021
2019-02-01,Empresa_Privada,200857570649.36002,2058449835.97,2180691,92107.30481730792
2019-02-01,Empresario,101060882947.7,1692373743.67,738708,136807.61944868608
2019-02-01,Setor_Publico,108010003459.22,709759132.21,1038970,103958.73168543847
2019-02-01,outro,166168230938.3,3757383578.61,2218660,74895.76182844599
2019-03-01,Aposentado,22766076664.22,232159128.61,299294,76065.93070432419
2019-03-01,Empresa_Privada,205589510972.92,2391362035.77,2249704,91385.13821059126
2019-03-01,Empresario,105007150509.09,1846979349.1,774334,135609.634226432
2019-03-01,Setor_Publico,108452420770.8,797596026.64,1048588,103427.10461191622
2019-03-01,outro,157946813614.48,3952502668.79,2085314,75742.46066274912
2019-04-01,Aposentado,22669317267.2,227027089.08,294955,76856.86720754014
2019-04-01,Empresa_Privada,206964821044.39,2390808676.56,2247904,92070.13335284336
2019-04-01,Empresario,104955880048.61,1762087211.94,768791,136520.69294334872
2019-04-01,Setor_Publico,108703865538.25,777662748.05,1039137,104609.75361116965
2019-04-01,outro,158658943374.45,3983926264.73,2067973,76721.96076759706
2019-05-01,Aposentado,22549804129.97,230664130.43,292945,76976.23830401612
2019-05-01,Empresa_Privada,208346992298.85,2473921471.13,2256738,92322.18906175639
2019-05-01,Empresario,105072391830.36,1787971493.63,768646,136698.02721976046
2019-05-01,Setor_Publico,108989677034.49,810871237.0,1040480,104749.42049293595
2019-05-01,outro,159760385099.64,4087579151.72,2075744,76965.360419994
2019-06-01,Aposentado,20203646589.56,202226181.49,264666,76336.388465311
2019-06-01,Empresa_Privada,208191426720.28,2233258721.01,2227843,93449.77483614419
2019-06-01,Empresario,101437608516.96,1670655469.25,732909,138404.09725758588
2019-06-01,Setor_Publico,109580045704.63,749171163.74,1038548,105512.74058072425
2019-06-01,outro,168786184860.69,4015468670.47,2193673,76942.27209829816
2019-07-01,Aposentado,22373184942.21,232367593.01,289193,77364.19948688245
2019-07-01,Empresa_Privada,211763669076.79,2554115065.02,2278144,92954.47042715036
2019-07-01,Empresario,105557191939.36,1884263328.74,768929,137278.20376050324
2019-07-01,Setor_Publico,109723412500.6,836305988.23,1043799,105119.29260384424
2019-07-01,outro,162499942617.92,4188955452.17,2092970,77640.83700096991
2019-08-01,Aposentado,20051909941.17,211864124.05,261226,76760.77397031688
2019-08-01,Empresa_Privada,210861620527.4,2544118467.38,2239721,94146.37828881365
2019-08-01,Empresario,101844232676.76,1824428318.58,731366,139252.07444256364
2019-08-01,Setor_Publico,110151249346.45,842184652.06,1039601,105955.31299647652
2019-08-01,outro,170463567003.68,4368744783.45,2192529,77747.46286305905
2019-09-01,Aposentado,22348170520.62,233384016.53,285946,78155.21294447203
2019-09-01,Empresa_Privada,214602843943.25,2583439119.88,2287132,93830.54582912136
2019-09-01,Empresario,106926892507.8,1822967687.32,767599,139300.45832237927
2019-09-01,Setor_Publico,110779561259.18,840258751.22,1046983,105808.3667635291
2019-09-01,outro,164364860262.11,4169138796.25,2092315,78556.46031410662
2019-10-01,Aposentado,20380548010.16,209546462.34,263339,77392.82069940267
2019-10-01,Empresa_Privada,215130514463.32,2453428233.74,2270561,94747.73611601714
2019-10-01,Empresario,103514948764.06,1719295670.62,733461,141132.17848537277
2019-10-01,Setor_Publico,111391747700.34,803295769.47,1045842,106509.15501609229
2019-10-01,outro,172508852356.3,4173965496.76,2199298,78438.14360595972
2019-11-01,Aposentado,22194311404.75,242852891.8,282912,78449.52283660644
2019-11-01,Empresa_Privada,218795965326.96,2624568857.45,2316373,94456.27510204962
2019-11-01,Empresario,108225729782.87,1840799641.44,770387,140482.28978795072
2019-11-01,Setor_Publico,112009561209.62,854953020.73,1053335,106338.022765426
2019-11-01,outro,167720017057.95,4214390133.29,2120615,79090.27195315983
2019-12-01,Aposentado,20607803271.76,198998060.17,264838,77812.86398386938
2019-12-01,Empresa_Privada,219680171954.19,2218543776.93,2305818,95272.12119698519
2019-12-01,Empresario,105047727721.72,1672848036.17,738519,142241.06315710227
2019-12-01,Setor_Publico,112632397732.24,728782894.55,1052723,106991.4856351006
2019-12-01,outro,174636845576.45,3874274035.65,2209402,79042.58508702808
2020-01-01,Aposentado,19667554047.15,224358954.82,252908,77765.64619209357
2020-01-01,Empresa_Privada,218776685310.43,2650092710.06,2282198,95862.27194591792
2020-01-01,Empresario,104589363164.99,1958012844.09,732083,142865.44444412724
2020-01-01,Setor_Publico,112607327409.33,850555231.61,1048681,107379.96341054143
2020-01-01,outro,178569642072.7,4584395153.8,2257427,79103.17457561198
2020-02-01,Aposentado,20377720412.24,233246116.68,261259,77998.15666537805
2020-02-01,Empresa_Privada,222189487090.66,2791416460.65,2317520,95873.8164463133
2020-02-01,Empresario,105406052230.11,1977697814.1200001,736482,143121.01616890842
2020-02-01,Setor_Publico,113126412968.19,863383758.97,1052805,107452.38953860402
2020-02-01,outro,176243503642.63,4701708958.79,2217927,79463.16702156112
2020-03-01,Aposentado,20295983509.37,302641935.01,259852,78105.93533769222
2020-03-01,Empresa_Privada,224011901647.08002,4120152215.83,2326760,96276.32486680191
2020-03-01,Empresario,105774282615.95,2941549394.73,736295,143657.47779891212
2020-03-01,Setor_Publico,113608815900.11,1237695115.85,1054226,107765.14324263488
2020-03-01,outro,177795803809.29,6422856256.38,2228187,79793.93282937653
2020-04-01,Aposentado,20312392328.22,310474841.98,259005,78424.71121491863
2020-04-01,Empresa_Privada,226486801954.02,4054369456.7599998,2337998,96872.11107709244
2020-04-01,Empresario,106788869782.61,2882115067.47,737378,144822.42456733182
2020-04-01,Setor_Publico,114489562053.75,1170161455.83,1056989,108316.70154916466
2020-04-01,outro,179719644799.04,6602742196.48,2238059,80301.56702707123
2020-05-01,Aposentado,20318144114.89,278435432.34,257742,78831.32789723833
2020-05-01,Empresa_Privada,228953374134.88,3262126770.9,2348025,97508.91670015438
2020-05-01,Empresario,107795081058.79,2447998727.96,737842,146095.07327963167
2020-05-01,Setor_Publico,115306422946.24,1000048166.57,1059120,108870.026952791
2020-05-01,outro,181648926149.57,5857374618.4,2247792,80812.15973255978
2020-06-01,Aposentado,21792776018.11,238868978.11,272568,79953.53826608406
2020-06-01,Empresa_Privada,233358124487.44,2454401737.7,2393889,97480.76226067291
2020-06-01,Empresario,112475006024.8,1746257028.92,770952,145891.06199192686
2020-06-01,Setor_Publico,116213387785.51,775668333.28,1065819,109036.70115236264
2020-06-01,outro,176734865524.33002,4236991050.87,2165136,81627.6046975017
2020-07-01,Aposentado,20267902781.5,210068722.19,253953,79809.66076990624
2020-07-01,Empresa_Privada,234572007389.37,2162456015.09,2371540,98911.25909298177
2020-07-01,Empresario,109849825548.78,1556887870.44,737756,148897.23099341788
2020-07-01,Setor_Publico,117170241530.9,687242642.61,1063393,110185.26690593224
2020-07-01,outro,185850869236.62,3983070919.02,2240761,82940.96034187492
2020-08-01,Aposentado,20237135634.22,192100151.73,252652,80098.85389476434
2020-08-01,Empresa_Privada,237862718408.98,2010444387.13,2388744,99576.47969350421
2020-08-01,Empresario,111075892468.35,1418158553.88,739581,150187.59604201568
2020-08-01,Setor_Publico,118296484553.81,633964214.91,1067282,110839.01401298813
2020-08-01,outro,188271837283.64,3712633095.61,2256001,83453.79159124487
2020-09-01,Aposentado,20169875209.04,174260812.88,250636,80474.77301361338
2020-09-01,Empresa_Privada,241010087105.94,1908199151.74,2401221,100369.80648842402
2020-09-01,Empresario,112264631849.79001,1263521841.79,740244,151658.95549276995
2020-09-01,Setor_Publico,119361618414.48,599173339.76,1069307,111625.20998598156
2020-09-01,outro,190543304631.36002,3515231210.97,2266148,84082.46267735382
2020-10-01,Aposentado,21612130227.86,184222938.79,265429,81423.39468505702
2020-10-01,Empresa_Privada,246730199579.78,2069262082.78,2459067,100334.88293721968
2020-10-01,Empresario,117468201660.49,1261705777.65,775007,151570.5040864018
2020-10-01,Setor_Publico,120522991133.74,638606061.95,1077560,111848.05591683062
2020-10-01,outro,185346981380.02,3567588729.83,2181436,84965.58293712031
2020-11-01,Aposentado,21553197178.69,193051455.99,263633,81754.54961514681
2020-11-01,Empresa_Privada,249946120892.14,2399027096.94,2476763,100916.44654419499
2020-11-01,Empresario,118718711978.5,1399530057.46,776687,152852.70897864905
2020-11-01,Setor_Publico,121820196755.28,716797622.01,1082078,112579.86647476429
2020-11-01,outro,187401386170.56,3933547818.49,2195337,85363.379823034
2020-12-01,Aposentado,21426835831.51,173617716.22,260562,82233.1569127885
2020-12-01,Empresa_Privada,251950991885.65,2087124374.71,2475225,101789.12700285832
2020-12-01,Empresario,120373713800.27,1231736609.62,778242,154673.8852442685
2020-12-01,Setor_Publico,122937431128.14,626734702.62,1084213,113388.63408586688
2020-12-01,outro,191327448894.3,3608005187.9700003,2231863,85725.44501804098
2021-01-01,Aposentado,21405720971.03,195032195.23,259992,82332.22934178743
2021-01-01,Empresa_Privada,255159376228.76,2515973186.98,2496643,102200.98597547186
2021-01-01,Empresario,121673720140.14,1458402849.47,779985,155994.94880047694
2021-01-01,Setor_Publico,123697613435.56,732288471.24,1086790,113819.24146850817
2021-01-01,outro,191902245518.43,4161496588.87,2226640,86184.67534870029
2021-02-01,Aposentado,21375120346.23,234155658.33,258739,82612.67279470818
2021-02-01,Empresa_Privada,258250727701.49,3148697395.77,2512411,102790.00040259735
2021-02-01,Empresario,123137555346.99,1763188052.9,781963,157472.3552738301
2021-02-01,Setor_Publico,124665266293.65,863994866.83,1089991,114372.74830127037
2021-02-01,outro,193664851136.17,4918004387.17,2236566,86590.26880323228
2021-03-01,Aposentado,21336233862.61,240897301.55,257364,82902.94626525078
2021-03-01,Empresa_Privada,262100799607.28,3018467874.76,2531941,103517.73584269144
2021-03-01,Empresario,124915530342.59,1753765702.37,784806,159167.39976833764
2021-03-01,Setor_Publico,125838964956.44,827854057.06,1093548,115074.02048784324
2021-03-01,outro,196051117737.26,4853845715.96,2248854,87178.23288539852
2021-04-01,Aposentado,21248392900.94,254355719.59,255425,83188.38367794851
2021-04-01,Empresa_Privada,265214833470.07,3288634887.7,2542617,104307.81886146046
2021-04-01,Empresario,126712745871.49,1935020687.94,786998,161007.71014855185
2021-04-01,Setor_Publico,126935838789.97,910840379.08,1095974,115820.11871629253
2021-04-01,outro,198787214133.23,5276930827.38,2266900,87691.21449258018
2021-05-01,Aposentado,21234745000.81,265445405.3,254248,83519.81136846701
2021-05-01,Empresa_Privada,269484051468.82,3600914351.65,2565911,105024.70719710075
2021-05-01,Empresario,128789961092.16,2153502216.85,790414,162939.87845883297
2021-05-01,Setor_Publico,128207801486.04,995662765.09,1100017,116550.74556669578
2021-05-01,outro,200833887228.31,5535810435.32,2275139,88273.23835084801
2021-06-01,Aposentado,21161320802.16,252111213.14000002,252215,83901.91226596356
2021-06-01,Empresa_Privada,272983689267.59,3417298993.96,2579887,105812.26591226282
2021-06-01,Empresario,130764047097.55,1982526122.0,793076,164882.11356484122
2021-06-01,Setor_Publico,129398722978.62,967314376.05,1103107,117303.87258771814
2021-06-01,outro,203572560766.3,5179748209.84,2292180,88811.76904357424
2021-07-01,Aposentado,21246227099.68,243477245.31,250949,84663.52565533236
2021-07-01,Empresa_Privada,276604556220.23,3482301085.15,2595402,106574.84128479133
2021-07-01,Empresario,132496491036.16,1993130008.02,795237,166612.58346399877
2021-07-01,Setor_Publico,130968239117.33,993668638.23,1107086,118299.96867210859
2021-07-01,outro,205821380768.71,5189475004.36,2303060,89368.6576853013
2021-08-01,Aposentado,21233667828.71,244754793.49,249527,85095.67232688246
2021-08-01,Empresa_Privada,280667857442.68,3494295745.37,2613229,107402.70272627466
2021-08-01,Empresario,134972822804.23,1934008502.8700001,799545,168812.0403532384
2021-08-01,Setor_Publico,132407802175.31,1020072651.33,1111740,119099.61157762606
2021-08-01,outro,208890698859.89,5118268935.059999,2320811,90007.63046189026
2021-09-01,Aposentado,21182196345.34,243818694.10999998,248237,85330.53632351341
2021-09-01,Empresa_Privada,284324030705.09,3570022456.33,2630644,108081.5308742232
2021-09-01,Empresario,137056651237.76,1862018387.15,803505,170573.48894874332
2021-09-01,Setor_Publico,133738015163.85,1054548578.77,1115881,119849.71082386922
2021-09-01,outro,211630309915.45,5231909421.68,2336290,90583.9214804027
2021-10-01,Aposentado,21125028411.13,227805089.56,246521,85692.6120335793
2021-10-01,Empresa_Privada,287476486108.47003,3300346802.04,2640308,108879.90571875327
2021-10-01,Empresario,139129571667.62,1682316715.76,805994,172618.61957734177
2021-10-01,Setor_Publico,134722909815.28,959413532.37,1117511,120556.22702172954
2021-10-01,outro,214394470532.01,5119453898.81,2349815,91238.87222271116
2021-11-01,Aposentado,23004704254.49,255487951.27,268702,85614.1906442453
2021-11-01,Empresa_Privada,300336458496.9,3555115311.89,2781486,107976.98010951701
2021-11-01,Empresario,144856817734.1,1655076836.62,839435,172564.66281975378
2021-11-01,Setor_Publico,137105528254.51,1007642727.1,1142313,120024.48388008364
2021-11-01,outro,200561232688.54,4973184636.06,2157855,92944.72181334706
2021-12-01,Aposentado,21135597832.23,217449423.73,244499,86444.5164693107
2021-12-01,Empresa_Privada,294993990076.5,3112282048.93,2676373,110221.55360127306
2021-12-01,Empresario,143687433186.23,1601404560.91,814120,176494.16939300104
2021-12-01,Setor_Publico,137257448394.29,890169970.0,1124598,122050.23341166355
2021-12-01,outro,219748215991.95,5132435963.47,2376697,92459.49988237879
2022-01-01,Aposentado,22951452526.65,277849997.67,265952,86299.22890841206
2022-01-01,Empresa_Privada,306179875737.25,3936242631.59,2808824,109006.42964359818
2022-01-01,Empresario,148480928408.47,1925243294.81,845266,175661.77795921048
2022-01-01,Setor_Publico,138907428037.66,1069259434.45,1146528,121154.85015425703
2022-01-01,outro,204932234320.41,5753173458.08,2184295,93820.76794590932
2022-02-01,Aposentado,22784985004.489998,302427427.62,263030,86625.04278785689
2022-02-01,Empresa_Privada,308042716338.95,4704383774.01,2811807,109553.29307415125
2022-02-01,Empresario,149970224527.29,2245413929.7,846891,177083.266355753
2022-02-01,Setor_Publico,139729233237.29,1246711886.22,1148296,121683.98499802317
2022-02-01,outro,207362896852.08,6720732914.1,2203624,94100.85243765723
2022-03-01,Aposentado,22966736696.62,302483632.05,263098,87293.46744034541
2022-03-01,Empresa_Privada,311115384588.23,4545024152.65,2830706,109907.34629037067
2022-03-01,Empresario,151374187929.23,2156482628.42,848583,178384.6576342326
2022-03-01,Setor_Publico,141051595323.35,1244747978.44,1152246,122414.48034825029
2022-03-01,outro,208379722296.07,6619994626.62,2201421,94656.91582667286
2022-04-01,Aposentado,22870056832.22,299771522.37,260730,87715.47897142639
2022-04-01,Empresa_Privada,313095582711.66,4279943628.02,2834902,110443.17677001179
2022-04-01,Empresario,153196464709.61,2145864486.47,851682,179875.1936868573
2022-04-01,Setor_Publico,141801830389.15,1203798027.45,1153480,122933.93070460693
2022-04-01,outro,211243808257.29,6249101122.37,2223642,94999.01884264193
2022-05-01,Aposentado,22730951838.63,271071468.23,257152,88395.00310567292
2022-05-01,Empresa_Privada,315270933834.55,4100045595.5099998,2834871,111211.73902958899
2022-05-01,Empresario,155297131181.23,2097035429.25,855278,181575.033125171
2022-05-01,Setor_Publico,142765275267.48,1196136474.26,1154217,123690.15121721479
2022-05-01,outro,215275136829.8,5938541252.38,2256056,95421.00764777116
2022-06-01,Aposentado,22739448339.9,246590801.28,256050,88808.62464323375
2022-06-01,Empresa_Privada,318896921848.16,3648739959.51,2851205,111846.36735982154
2022-06-01,Empresario,157956167539.86002,1869580935.17,860576,183547.0284319572
2022-06-01,Setor_Publico,143969600221.73,1076792978.99,1157700,124358.29681414012
2022-06-01,outro,218278912261.76,5284085256.07,2272357,96058.37122501439
2022-07-01,Aposentado,22743998811.51,249863876.55,254912,89222.94286463564
2022-07-01,Empresa_Privada,322787468622.27,3843504166.75,2867120,112582.47601156213
2022-07-01,Empresario,160904144095.92,2007647673.11,866221,185754.14830155353
2022-07-01,Setor_Publico,145300587063.45,1116310142.14,1161285,125120.52344036994
2022-07-01,outro,221361312044.8,5474825115.9,2289330,96692.61838389398
2022-08-01,Aposentado,23106005513.75,254559838.09,257592,89700.01208791422
2022-08-01,Empresa_Privada,328618056190.24,3856046065.34,2907059,113041.41270962852
2022-08-01,Empresario,163606241836.9,1975947680.99,871259,187781.4080966739
2022-08-01,Setor_Publico,147045009448.92,1082935292.47,1167731,125923.70113401118
2022-08-01,outro,221840779821.78,5375639974.96,2272583,97616.13979413733
2022-09-01,Aposentado,23071655220.06,244236798.53,256206,90051.19013629657
2022-09-01,Empresa_Privada,332435367441.62,3741428055.4700003,2922503,113750.22281982943
2022-09-01,Empresario,166278223691.3,1947853004.82,875669,189887.07341621091
2022-09-01,Setor_Publico,148302278314.55,1063702720.21,1171243,126619.56427022401
2022-09-01,outro,225020937689.37,5209998102.66,2289948,98264.64954198523
2022-10-01,Aposentado,23055019194.5,251594995.19,255026,90402.62245614173
2022-10-01,Empresa_Privada,335975286636.04,3990742407.92,2936116,114428.47851925468
2022-10-01,Empresario,168552145198.93,2143481641.36,879565,191631.25544892077
2022-10-01,Setor_Publico,149407832461.35,1125969044.61,1174308,127230.53275746228
2022-10-01,outro,227786203047.5,5491941497.33,2305499,98801.25866352578
2022-11-01,Aposentado,23024794405.25,262832854.32,253711,90752.05412950167
2022-11-01,Empresa_Privada,339389680268.08,4098139536.93,2948136,115120.08953049657
2022-11-01,Empresario,171038913322.22,2252919754.21,883417,193610.62026451834
2022-11-01,Setor_Publico,150468470981.79,1185985809.46,1176835,127858.59613436888
2022-11-01,outro,230759534614.82,5635869681.0199995,2321769,99389.53212607284
2022-12-01,Aposentado,22784460034.71,248583768.6,249074,91476.66972349583
2022-12-01,Empresa_Privada,340665895323.47003,3747255985.73,2935681,116043.2265370352
2022-12-01,Empresario,172876026346.98,2234577885.15,885130,195311.45294700214
2022-12-01,Setor_Publico,151150652198.29,1131164689.24,1175479,128586.43344397476
2022-12-01,outro,236647259889.98,5456965047.33,2374923,99644.18210189552
2023-01-01,Aposentado,22922966121.96,273177877.69,249556,91854.99896600362
2023-01-01,Empresa_Privada,343817974791.89,4236770529.35,2949785,116556.96086050001
2023-01-01,Empresario,174713637755.74,2549919240.42,887609,196836.26208808157
2023-01-01,Setor_Publico,152201502725.13,1244021123.01,1177905,129213.73347182498
2023-01-01,outro,238494194733.67,6042022072.21,2380193,100199.51942286613
2023-02-01,Aposentado,22897444447.25,291839515.88,250287,91484.75329222053
2023-02-01,Empresa_Privada,348092404325.6,4711247524.04,2980602,116785.93932554564
2023-02-01,Empresario,176217399017.95,2740116405.78,889580,198090.55848597092
2023-02-01,Setor_Publico,152996189054.9,1349285299.92,1181163,129530.12332328391
2023-02-01,outro,238328988073.52,6585313234.12,2365062,100770.7147100245
2023-03-01,Aposentado,22866815977.95,280407021.67,247048,92560.21492968978
2023-03-01,Empresa_Privada,350004945989.14,4570690587.48,2970958,117808.78288725052
2023-03-01,Empresario,178658111459.56,2608928980.82,892095,200268.03362821223
2023-03-01,Setor_Publico,154624746115.53,1317990794.3,1182890,130717.77267161781
2023-03-01,outro,243587922608.91,6513080006.78,2405164,101277.05329404149
2023-04-01,Aposentado,22916886787.23,308000526.22,247340,92653.37910257136
2023-04-01,Empresa_Privada,353572162492.63,5208422053.66,2989687,118263.93950023197
2023-04-01,Empresario,180670608724.0,2916932489.0,895310,201796.70586053992
2023-04-01,Setor_Publico,155557575658.01,1482861391.2,1185403,131227.58729141904
2023-04-01,outro,245763395974.38,7261577116.97,2410675,101947.95896351853
2023-05-01,Aposentado,22899893677.98,314286608.46,246569,92874.17995765891
2023-05-01,Empresa_Privada,357334283354.15,5379166732.47,3005168,118906.59136332812
2023-05-01,Empresario,182585373193.19,2990579264.03,898610,203186.4470606715
2023-05-01,Setor_Publico,156434078858.16998,1541094880.7,1187424,131742.39265685214
2023-05-01,outro,248211591494.31,7350678000.31,2421499,102503.28061019641
2023-06-01,Aposentado,22842355714.0,281272671.9,245271,93131.09056513
2023-06-01,Empresa_Privada,359936328107.56,4950423374.29,3015239,119372.40401426223
2023-06-01,Empresario,184576359674.4,2777116345.77,902313,204559.12712595297
2023-06-01,Setor_Publico,157210855515.29,1416507458.87,1188408,132286.9380846393
2023-06-01,outro,251571928454.41,6900095495.08,2439670,103117.19554464743
2023-07-01,Aposentado,22854969947.89,285677713.28000003,245004,93284.06861883888
2023-07-01,Empresa_Privada,364224688664.91,5388449521.8,3038501,119869.85973179208
2023-07-01,Empresario,186782414781.23,2975426104.66,906671,206009.03170083748
2023-07-01,Setor_Publico,158186091728.85,1516362973.35,1191124,132804.05040016826
2023-07-01,outro,253354886166.46,7253894604.16,2440687,103804.74274925872
2023-08-01,Aposentado,22797032424.03,276189615.69,241606,94356.23463005885
2023-08-01,Empresa_Privada,367558612441.89,5319389796.88,3047178,120622.62606316074
2023-08-01,Empresario,188581034892.62,2836080190.52,907640,207770.74048369398
2023-08-01,Setor_Publico,159037227756.05,1487596151.75,1190391,133600.83179060492
2023-08-01,outro,256374116200.5,7155303646.87,2436837,105207.7411006563
2023-09-01,Aposentado,22918697355.42,277762637.96,244331,93801.83994425595
2023-09-01,Empresa_Privada,373217587060.8,5065933062.51,3087461,120881.71706810224
2023-09-01,Empresario,190879717429.59,2720193033.7400002,914728,208673.74501446332
2023-09-01,Setor_Publico,160419739543.28,1417385246.48,1199225,133769.50909402323
2023-09-01,outro,257558260777.59,6799776254.26,2448044,105209.81680786374
2023-10-01,Aposentado,22822345624.69,265880482.9,242882,93964.74676876013
2023-10-01,Empresa_Privada,375864011950.52997,4754465108.63,3092964,121522.27182422102
2023-10-01,Empresario,192623667522.18,2606087920.59,917465,209952.06086573328
2023-10-01,Setor_Publico,161287451210.99,1317622640.83,1200472,134353.36368610847
2023-10-01,outro,261806023888.35,6552696643.48,2477955,105654.06711919708
2023-11-01,Aposentado,22824259358.32,252740030.0,242520,94112.89525944252
2023-11-01,Empresa_Privada,379655236940.98,4550294103.25,3112320,121984.64069921472
2023-11-01,Empresario,194437622750.94,2584000530.86,920854,211149.24054295252
2023-11-01,Setor_Publico,162430843613.11002,1285895273.02,1204159,134891.52480121813
2023-11-01,outro,264062791772.5,6271952948.16,2487055,106174.89029092641
2023-12-01,Aposentado,22732145660.21,238465721.4,241289,94211.2804985308
2023-12-01,Empresa_Privada,382401901208.93,4152611437.38,3119389,122588.71888338709
2023-12-01,Empresario,196124393776.86002,2492344734.55,923636,212339.48630939028
2023-12-01,Setor_Publico,163113643122.36,1176565140.3799999,1205875,135265.79713681765
2023-12-01,outro,268153068964.69,5970897667.5,2515422,106603.611228927
